,attendance,box_score_text,game_date,game_remarks,game_start_time,home_pts,home_team_name,overtimes,visitor_pts,visitor_team_name,playoffs
128,"18,997",Box Score,"Fri, Nov 16, 2012",,10:30p,114,Los Angeles Lakers,,102,Phoenix Suns,N
129,"18,624",Box Score,"Sat, Nov 17, 2012",,12:30p,107,Boston Celtics,,89,Toronto Raptors,N
130,"16,210",Box Score,"Sat, Nov 17, 2012",,7:00p,76,Washington Wizards,,83,Utah Jazz,N
131,"16,541",Box Score,"Sat, Nov 17, 2012",,7:30p,87,Charlotte Bobcats,,94,Memphis Grizzlies,N
132,"18,633",Box Score,"Sat, Nov 17, 2012",,7:30p,95,Cleveland Cavaliers,,103,Dallas Mavericks,N
133,"14,731",Box Score,"Sat, Nov 17, 2012",,8:30p,117,Milwaukee Bucks,,113,New Orleans Hornets,N
134,"18,581",Box Score,"Sat, Nov 17, 2012",,8:30p,126,San Antonio Spurs,,100,Denver Nuggets,N
135,"19,060",Box Score,"Sat, Nov 17, 2012",,9:00p,101,Los Angeles Clippers,,80,Chicago Bulls,N
136,"16,840",Box Score,"Sat, Nov 17, 2012",,9:00p,88,Phoenix Suns,,97,Miami Heat,N
137,"19,033",Box Score,"Sun, Nov 18, 2012",,12:00p,88,New York Knicks,,76,Indiana Pacers,N
138,"18,702",Box Score,"Sun, Nov 18, 2012",,1:00p,97,Toronto Raptors,,86,Orlando Magic,N
139,"15,021",Box Score,"Sun, Nov 18, 2012",,6:00p,86,Philadelphia 76ers,,79,Cleveland Cavaliers,N
140,"11,965",Box Score,"Sun, Nov 18, 2012",,6:00p,90,Sacramento Kings,,99,Brooklyn Nets,N
141,"18,203",Box Score,"Sun, Nov 18, 2012",,7:00p,119,Oklahoma City Thunder,,109,Golden State Warriors,N
142,"12,214",Box Score,"Sun, Nov 18, 2012",,7:30p,103,Detroit Pistons,,83,Boston Celtics,N
143,"20,242",Box Score,"Sun, Nov 18, 2012",,9:00p,102,Portland Trail Blazers,,94,Chicago Bulls,N
144,"18,997",Box Score,"Sun, Nov 18, 2012",,9:30p,119,Los Angeles Lakers,,108,Houston Rockets,N
145,"11,248",Box Score,"Mon, Nov 19, 2012",,7:00p,102,Charlotte Bobcats,,98,Milwaukee Bucks,N
146,"14,426",Box Score,"Mon, Nov 19, 2012",,7:00p,89,Washington Wizards,,96,Indiana Pacers,N
147,"15,066",Box Score,"Mon, Nov 19, 2012",,7:30p,81,Atlanta Hawks,,72,Orlando Magic,N
148,"15,111",Box Score,"Mon, Nov 19, 2012",,8:00p,92,Memphis Grizzlies,,97,Denver Nuggets,N
149,"20,034",Box Score,"Mon, Nov 19, 2012",,8:30p,101,Dallas Mavericks,OT,105,Golden State Warriors,N
150,"17,920",Box Score,"Mon, Nov 19, 2012",,8:30p,87,San Antonio Spurs,,92,Los Angeles Clippers,N
151,"19,197",Box Score,"Mon, Nov 19, 2012",,9:00p,102,Utah Jazz,,91,Houston Rockets,N
152,"13,965",Box Score,"Tue, Nov 20, 2012",,7:00p,106,Philadelphia 76ers,,98,Toronto Raptors,N
153,"13,705",Box Score,"Tue, Nov 20, 2012",,8:00p,80,New Orleans Hornets,,102,New York Knicks,N
154,"18,997",Box Score,"Tue, Nov 20, 2012",,10:30p,95,Los Angeles Lakers,,90,Brooklyn Nets,N
155,"15,240",Box Score,"Wed, Nov 21, 2012",,7:00p,98,Charlotte Bobcats,,97,Toronto Raptors,N
156,"16,743",Box Score,"Wed, Nov 21, 2012",,7:00p,92,Cleveland Cavaliers,,83,Philadelphia 76ers,N
157,"12,633",Box Score,"Wed, Nov 21, 2012",,7:00p,115,Indiana Pacers,OT,107,New Orleans Hornets,N
158,"17,199",Box Score,"Wed, Nov 21, 2012",,7:00p,90,Orlando Magic,,74,Detroit Pistons,N
159,"11,338",Box Score,"Wed, Nov 21, 2012",,7:30p,101,Atlanta Hawks,OT,100,Washington Wizards,N
160,"18,624",Box Score,"Wed, Nov 21, 2012",,7:30p,100,Boston Celtics,,112,San Antonio Spurs,N
161,"19,971",Box Score,"Wed, Nov 21, 2012",,7:30p,113,Miami Heat,OT,106,Milwaukee Bucks,N
162,"18,203",Box Score,"Wed, Nov 21, 2012",,7:30p,117,Oklahoma City Thunder,OT,111,Los Angeles Clippers,N
163,"15,950",Box Score,"Wed, Nov 21, 2012",,8:00p,93,Houston Rockets,,89,Chicago Bulls,N
164,"16,879",Box Score,"Wed, Nov 21, 2012",,8:00p,94,Minnesota Timberwolves,,101,Denver Nuggets,N
165,"20,157",Box Score,"Wed, Nov 21, 2012",,8:30p,114,Dallas Mavericks,,111,New York Knicks,N
166,"14,263",Box Score,"Wed, Nov 21, 2012",,9:00p,114,Phoenix Suns,,87,Portland Trail Blazers,N
167,"15,249",Box Score,"Wed, Nov 21, 2012",,10:00p,113,Sacramento Kings,,97,Los Angeles Lakers,N
168,"18,374",Box Score,"Wed, Nov 21, 2012",,10:30p,102,Golden State Warriors,,93,Brooklyn Nets,N
169,"17,868",Box Score,"Fri, Nov 23, 2012",,7:00p,91,Charlotte Bobcats,,101,Atlanta Hawks,N
170,"17,334",Box Score,"Fri, Nov 23, 2012",,7:00p,108,Orlando Magic,,104,Cleveland Cavaliers,N
171,"18,624",Box Score,"Fri, Nov 23, 2012",,7:30p,108,Boston Celtics,,100,Oklahoma City Thunder,N
172,"17,732",Box Score,"Fri, Nov 23, 2012",,7:30p,86,Brooklyn Nets,,76,Los Angeles Clippers,N
173,"12,778",Box Score,"Fri, Nov 23, 2012",,7:30p,91,Detroit Pistons,,90,Toronto Raptors,N
174,"18,038",Box Score,"Fri, Nov 23, 2012",,8:00p,131,Houston Rockets,,103,New York Knicks,N
175,"17,082",Box Score,"Fri, Nov 23, 2012",,8:00p,97,Indiana Pacers,,104,San Antonio Spurs,N
176,"18,119",Box Score,"Fri, Nov 23, 2012",,8:00p,106,Memphis Grizzlies,,98,Los Angeles Lakers,N
177,"18,523",Box Score,"Fri, Nov 23, 2012",,9:00p,102,Denver Nuggets,,91,Golden State Warriors,N
178,"14,020",Box Score,"Fri, Nov 23, 2012",,9:00p,111,Phoenix Suns,OT,108,New Orleans Hornets,N
179,"18,000",Box Score,"Fri, Nov 23, 2012",,9:00p,104,Utah Jazz,,102,Sacramento Kings,N
180,"20,555",Box Score,"Fri, Nov 23, 2012",,10:00p,103,Portland Trail Blazers,,95,Minnesota Timberwolves,N
181,"16,024",Box Score,"Sat, Nov 24, 2012",,7:00p,104,Atlanta Hawks,,93,Los Angeles Clippers,N
182,"19,611",Box Score,"Sat, Nov 24, 2012",,7:00p,109,Philadelphia 76ers,OT,116,Oklahoma City Thunder,N
183,"13,077",Box Score,"Sat, Nov 24, 2012",,7:00p,106,Washington Wizards,2OT,108,Charlotte Bobcats,N
184,"20,064",Box Score,"Sat, Nov 24, 2012",,7:30p,110,Miami Heat,,108,Cleveland Cavaliers,N
185,"20,423",Box Score,"Sat, Nov 24, 2012",,8:30p,89,Dallas Mavericks,,115,Los Angeles Lakers,N
186,"14,812",Box Score,"Sat, Nov 24, 2012",,9:00p,86,Milwaukee Bucks,,93,Chicago Bulls,N
187,"12,239",Box Score,"Sat, Nov 24, 2012",,10:00p,108,Sacramento Kings,,97,Utah Jazz,N
188,"19,084",Box Score,"Sat, Nov 24, 2012",,10:30p,96,Golden State Warriors,,85,Minnesota Timberwolves,N
189,"19,033",Box Score,"Sun, Nov 25, 2012",,1:00p,121,New York Knicks,,100,Detroit Pistons,N
190,"19,800",Box Score,"Sun, Nov 25, 2012",,1:00p,106,Toronto Raptors,2OT,111,San Antonio Spurs,N
191,"16,542",Box Score,"Sun, Nov 25, 2012",,3:00p,98,Brooklyn Nets,,85,Portland Trail Blazers,N
192,"17,037",Box Score,"Sun, Nov 25, 2012",,6:00p,110,Orlando Magic,OT,116,Boston Celtics,N
193,"14,518",Box Score,"Sun, Nov 25, 2012",,6:00p,104,Philadelphia 76ers,,101,Phoenix Suns,N
194,"15,402",Box Score,"Sun, Nov 25, 2012",,8:00p,102,Denver Nuggets,,84,New Orleans Hornets,N
195,"17,732",Box Score,"Mon, Nov 26, 2012",,7:00p,96,Brooklyn Nets,OT,89,New York Knicks,N
196,"13,879",Box Score,"Mon, Nov 26, 2012",,7:00p,92,Washington Wizards,,118,San Antonio Spurs,N
197,"10,212",Box Score,"Mon, Nov 26, 2012",,7:30p,108,Detroit Pistons,,101,Portland Trail Blazers,N
198,"21,485",Box Score,"Mon, Nov 26, 2012",,8:00p,92,Chicago Bulls,,93,Milwaukee Bucks,N
199,"13,485",Box Score,"Mon, Nov 26, 2012",,8:00p,84,Memphis Grizzlies,,78,Cleveland Cavaliers,N
200,"18,203",Box Score,"Mon, Nov 26, 2012",,8:00p,114,Oklahoma City Thunder,,69,Charlotte Bobcats,N
201,"18,776",Box Score,"Mon, Nov 26, 2012",,9:00p,105,Utah Jazz,,103,Denver Nuggets,N
202,"19,060",Box Score,"Mon, Nov 26, 2012",,10:30p,98,Los Angeles Clippers,,105,New Orleans Hornets,N
203,"13,687",Box Score,"Tue, Nov 27, 2012",,7:00p,78,Cleveland Cavaliers,,91,Phoenix Suns,N
204,"15,107",Box Score,"Tue, Nov 27, 2012",,7:00p,100,Philadelphia 76ers,,98,Dallas Mavericks,N
205,"12,907",Box Score,"Tue, Nov 27, 2012",,8:00p,117,Houston Rockets,,101,Toronto Raptors,N
206,"10,741",Box Score,"Tue, Nov 27, 2012",,10:00p,89,Sacramento Kings,,97,Minnesota Timberwolves,N
207,"18,997",Box Score,"Tue, Nov 27, 2012",,10:30p,77,Los Angeles Lakers,,79,Indiana Pacers,N
208,"17,271",Box Score,"Wed, Nov 28, 2012",,7:00p,89,Orlando Magic,,110,San Antonio Spurs,N
209,"14,114",Box Score,"Wed, Nov 28, 2012",,7:00p,84,Washington Wizards,,82,Portland Trail Blazers,N
210,"10,162",Box Score,"Wed, Nov 28, 2012",,7:30p,94,Atlanta Hawks,,91,Charlotte Bobcats,N
211,"18,624",Box Score,"Wed, Nov 28, 2012",,7:30p,83,Boston Celtics,,95,Brooklyn Nets,N
212,"10,517",Box Score,"Wed, Nov 28, 2012",,7:30p,117,Detroit Pistons,,77,Phoenix Suns,N
213,"21,575",Box Score,"Wed, Nov 28, 2012",,8:00p,101,Chicago Bulls,,78,Dallas Mavericks,N
214,"14,603",Box Score,"Wed, Nov 28, 2012",,8:00p,103,Memphis Grizzlies,,82,Toronto Raptors,N
215,"11,439",Box Score,"Wed, Nov 28, 2012",,8:00p,88,Milwaukee Bucks,,102,New York Knicks,N
216,"10,693",Box Score,"Wed, Nov 28, 2012",,8:00p,84,New Orleans Hornets,,96,Utah Jazz,N
217,"18,203",Box Score,"Wed, Nov 28, 2012",,8:00p,120,Oklahoma City Thunder,,98,Houston Rockets,N
218,"19,060",Box Score,"Wed, Nov 28, 2012",,10:30p,101,Los Angeles Clippers,,95,Minnesota Timberwolves,N
219,"19,703",Box Score,"Thu, Nov 29, 2012",,8:00p,105,Miami Heat,,100,San Antonio Spurs,N
220,"17,627",Box Score,"Thu, Nov 29, 2012",,10:30p,106,Golden State Warriors,,105,Denver Nuggets,N
221,"13,202",Box Score,"Fri, Nov 30, 2012",,7:00p,98,Charlotte Bobcats,,104,Philadelphia 76ers,N
222,"17,103",Box Score,"Fri, Nov 30, 2012",,7:00p,86,Orlando Magic,,98,Brooklyn Nets,N
223,"18,246",Box Score,"Fri, Nov 30, 2012",,7:00p,101,Toronto Raptors,,97,Phoenix Suns,N
224,"13,094",Box Score,"Fri, Nov 30, 2012",,7:30p,111,Atlanta Hawks,,113,Cleveland Cavaliers,N
225,"18,624",Box Score,"Fri, Nov 30, 2012",,7:30p,96,Boston Celtics,,78,Portland Trail Blazers,N
226,"19,033",Box Score,"Fri, Nov 30, 2012",,7:30p,108,New York Knicks,,87,Washington Wizards,N
227,"16,732",Box Score,"Fri, Nov 30, 2012",,8:00p,90,Memphis Grizzlies,,78,Detroit Pistons,N
228,"16,418",Box Score,"Fri, Nov 30, 2012",,8:00p,95,Minnesota Timberwolves,,85,Milwaukee Bucks,N
229,"18,203",Box Score,"Fri, Nov 30, 2012",,8:00p,106,Oklahoma City Thunder,,94,Utah Jazz,N
230,"12,544",Box Score,"Fri, Nov 30, 2012",,10:00p,92,Sacramento Kings,,97,Indiana Pacers,N
231,"18,997",Box Score,"Fri, Nov 30, 2012",,10:30p,122,Los Angeles Lakers,,103,Denver Nuggets,N
232,"16,624",Box Score,"Sat, Dec 1, 2012",,7:30p,117,Cleveland Cavaliers,2OT,118,Portland Trail Blazers,N
