,attendance,box_score_text,game_date,game_remarks,game_start_time,team1_pts,team1_name,overtimes,team2_pts,team2_name,playoffs,season,location,date,home,Timezone,Lat,Long,Location,Timezone_home,Lat_home,Long_home,prev_game_date,prev_game_location,prev_game_lat,prev_game_long,prev_opponent,opp_prev_game_date,opp_prev_game_location,opp_prev_game_lat,opp_prev_game_long,2prev_game_location,2prev_game_lat,2prev_game_long,3prev_game_location,3prev_game_lat,3prev_game_long,4prev_game_location,4prev_game_lat,4prev_game_long,5prev_game_location,5prev_game_lat,5prev_game_long,6prev_game_location,6prev_game_lat,6prev_game_long,7prev_game_location,7prev_game_lat,7prev_game_long,8prev_game_location,8prev_game_lat,8prev_game_long,9prev_game_location,9prev_game_lat,9prev_game_long,10prev_game_location,10prev_game_lat,10prev_game_long,11prev_game_location,11prev_game_lat,11prev_game_long,game_of_trip,total_trip_distance,prev_game_timezone,rest,opp_rest,rest_diff,timezone_change,home_timezone_change,travel_distance,is_series_game2,won,won_prev_game,attendance_capacity
156,,Box Score,"Wed, Dec 30, 2020",,8:30p,99.0,Dallas Mavericks,,118.0,Charlotte Hornets,N,2021,Dallas Mavericks,2020-12-30,Y,2,32.779167,-96.808889,Dallas Mavericks,2,32.779167,-96.808889,2020-12-27,Los Angeles Clippers,34.05,-118.25,Los Angeles Clippers,2020-12-27,Charlotte Hornets,35.227222,-80.843056,Los Angeles Lakers,34.05,-118.25,Phoenix Suns,33.45,-112.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,0.0,-2.0,0,1173.9640830054225,False,False,True,0.0
157,,Box Score,"Wed, Dec 30, 2020",,8:30p,118.0,Charlotte Hornets,,99.0,Dallas Mavericks,N,2021,Dallas Mavericks,2020-12-30,N,2,32.779167,-96.808889,Charlotte Hornets,1,35.227222,-80.843056,2020-12-27,Charlotte Hornets,35.227222,-80.843056,Brooklyn Nets,2020-12-27,Los Angeles Clippers,34.05,-118.25,Charlotte Hornets,35.227222,-80.843056,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,1.0,887.9490709267031,1.0,3.0,3.0,0.0,1.0,1,887.9490709267031,False,True,True,0.0
158,0.0,Box Score,"Fri, Jan 1, 2021",,7:00p,83.0,Miami Heat,,93.0,Dallas Mavericks,N,2021,Dallas Mavericks,2021-01-01,N,2,32.779167,-96.808889,Miami Heat,1,25.775278,-80.208889,2020-12-30,Miami Heat,25.775278,-80.208889,Milwaukee Bucks,2020-12-30,Dallas Mavericks,32.779167,-96.808889,Miami Heat,25.775278,-80.208889,Miami Heat,25.775278,-80.208889,Orlando Magic,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,,1.0,1027.1498133246637,1.0,2.0,2.0,0.0,1.0,1,1027.1498133246637,False,False,True,0.0
159,0.0,Box Score,"Fri, Jan 1, 2021",,7:00p,93.0,Dallas Mavericks,,83.0,Miami Heat,N,2021,Dallas Mavericks,2021-01-01,Y,2,32.779167,-96.808889,Dallas Mavericks,2,32.779167,-96.808889,2020-12-30,Dallas Mavericks,32.779167,-96.808889,Charlotte Hornets,2020-12-30,Miami Heat,25.775278,-80.208889,Los Angeles Clippers,34.05,-118.25,Los Angeles Lakers,34.05,-118.25,Phoenix Suns,33.45,-112.066667,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,0.0,0,0.0,False,True,False,0.0
160,3247.0,Box Score,"Thu, Dec 31, 2020",,7:00p,119.0,Sacramento Kings,,122.0,Houston Rockets,N,2021,Houston Rockets,2020-12-31,N,2,29.762778,-95.383056,Sacramento Kings,4,38.581667,-121.494444,2020-12-29,Sacramento Kings,38.581667,-121.494444,Denver Nuggets,2020-12-28,Denver Nuggets,39.739167,-104.990278,Sacramento Kings,38.581667,-121.494444,Sacramento Kings,38.581667,-121.494444,Denver Nuggets,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,,,,1.0,1550.1112435946898,4.0,2.0,3.0,-1.0,-2.0,-2,1550.1112435946898,False,False,True,3247.0
161,3247.0,Box Score,"Thu, Dec 31, 2020",,7:00p,122.0,Houston Rockets,,119.0,Sacramento Kings,N,2021,Houston Rockets,2020-12-31,Y,2,29.762778,-95.383056,Houston Rockets,2,29.762778,-95.383056,2020-12-28,Denver Nuggets,39.739167,-104.990278,Denver Nuggets,2020-12-29,Sacramento Kings,38.581667,-121.494444,Portland Trail Blazers,45.52,-122.681944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,1.0,-1.0,0,865.4545918929775,False,True,False,3247.0
162,3065.0,Box Score,"Sat, Jan 2, 2021",,5:00p,102.0,Houston Rockets,,94.0,Sacramento Kings,N,2021,Houston Rockets,2021-01-02,Y,2,29.762778,-95.383056,Houston Rockets,2,29.762778,-95.383056,2020-12-31,Houston Rockets,29.762778,-95.383056,Sacramento Kings,2020-12-31,Houston Rockets,29.762778,-95.383056,Denver Nuggets,39.739167,-104.990278,Portland Trail Blazers,45.52,-122.681944,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,0.0,0,0.0,True,True,True,3247.0
163,3065.0,Box Score,"Sat, Jan 2, 2021",,5:00p,94.0,Sacramento Kings,,102.0,Houston Rockets,N,2021,Houston Rockets,2021-01-02,N,2,29.762778,-95.383056,Sacramento Kings,4,38.581667,-121.494444,2020-12-31,Houston Rockets,29.762778,-95.383056,Houston Rockets,2020-12-31,Houston Rockets,29.762778,-95.383056,Sacramento Kings,38.581667,-121.494444,Sacramento Kings,38.581667,-121.494444,Sacramento Kings,38.581667,-121.494444,Denver Nuggets,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,2.0,1550.1112435946898,2.0,2.0,2.0,0.0,0.0,-2,0.0,True,False,False,3247.0
164,0.0,Box Score,"Fri, Jan 1, 2021",,10:30p,123.0,Portland Trail Blazers,,98.0,Golden State Warriors,N,2021,Golden State Warriors,2021-01-01,N,4,37.804444,-122.270833,Portland Trail Blazers,4,45.52,-122.681944,2020-12-30,Los Angeles Clippers,34.05,-118.25,Los Angeles Clippers,2020-12-29,Detroit Pistons,42.331389,-83.045833,Los Angeles Lakers,34.05,-118.25,Portland Trail Blazers,45.52,-122.681944,Portland Trail Blazers,45.52,-122.681944,,,,,,,,,,,,,,,,,,,,,,3.0,1167.1665023007884,4.0,2.0,3.0,-1.0,0.0,0,339.56891284498016,False,True,False,0.0
165,0.0,Box Score,"Fri, Jan 1, 2021",,10:30p,98.0,Golden State Warriors,,123.0,Portland Trail Blazers,N,2021,Golden State Warriors,2021-01-01,Y,4,37.804444,-122.270833,Golden State Warriors,4,37.804444,-122.270833,2020-12-29,Detroit Pistons,42.331389,-83.045833,Detroit Pistons,2020-12-30,Los Angeles Clippers,34.05,-118.25,Chicago Bulls,41.881944,-87.627778,Milwaukee Bucks,43.05,-87.95,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,3.0,0,2164.343529149943,False,False,True,0.0
