,attendance,box_score_text,game_date,game_remarks,game_start_time,team1_pts,team1_name,overtimes,team2_pts,team2_name,playoffs,season,location,date,home,Timezone,Lat,Long,Location,Timezone_home,Lat_home,Long_home,prev_game_date,prev_game_location,prev_game_lat,prev_game_long,prev_opponent,opp_prev_game_date,opp_prev_game_location,opp_prev_game_lat,opp_prev_game_long,2prev_game_location,2prev_game_lat,2prev_game_long,3prev_game_location,3prev_game_lat,3prev_game_long,4prev_game_location,4prev_game_lat,4prev_game_long,5prev_game_location,5prev_game_lat,5prev_game_long,6prev_game_location,6prev_game_lat,6prev_game_long,7prev_game_location,7prev_game_lat,7prev_game_long,8prev_game_location,8prev_game_lat,8prev_game_long,9prev_game_location,9prev_game_lat,9prev_game_long,10prev_game_location,10prev_game_lat,10prev_game_long,11prev_game_location,11prev_game_lat,11prev_game_long,game_of_trip,total_trip_distance,prev_game_timezone,rest,opp_rest,rest_diff,timezone_change,home_timezone_change,travel_distance,is_series_game2,won,won_prev_game,attendance_capacity
53,3396.0,Box Score,"Wed, Dec 23, 2020",,7:00p,107.0,Miami Heat,,113.0,Orlando Magic,N,2021,Orlando Magic,2020-12-23,N,1,28.54,-81.38,Miami Heat,1,25.775278,-80.208889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0,,False,False,,3396.0
54,3247.0,Box Score,"Thu, Dec 31, 2020",,6:30p,116.0,Philadelphia 76ers,,92.0,Orlando Magic,N,2021,Orlando Magic,2020-12-31,N,1,28.54,-81.38,Philadelphia 76ers,1,39.952778,-75.163611,2020-12-29,Philadelphia 76ers,39.952778,-75.163611,Toronto Raptors,2020-12-29,Oklahoma City Thunder,35.468611,-97.521389,Cleveland Cavaliers,41.482222,-81.669722,New York Knicks,40.71274,-74.005974,Philadelphia 76ers,39.952778,-75.163611,,,,,,,,,,,,,,,,,,,,,,1.0,857.5137507296761,1.0,2.0,2.0,0.0,0.0,0,857.5137507296761,False,True,True,3396.0
55,3247.0,Box Score,"Thu, Dec 31, 2020",,6:30p,92.0,Orlando Magic,,116.0,Philadelphia 76ers,N,2021,Orlando Magic,2020-12-31,Y,1,28.54,-81.38,Orlando Magic,1,28.54,-81.38,2020-12-29,Oklahoma City Thunder,35.468611,-97.521389,Oklahoma City Thunder,2020-12-29,Philadelphia 76ers,39.952778,-75.163611,Washington Wizards,38.9101,-77.0147,Washington Wizards,38.9101,-77.0147,Orlando Magic,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,-1.0,0,1002.6363053588271,False,False,True,3396.0
56,3339.0,Box Score,"Sat, Jan 2, 2021",,7:00p,99.0,Orlando Magic,,108.0,Oklahoma City Thunder,N,2021,Orlando Magic,2021-01-02,Y,1,28.54,-81.38,Orlando Magic,1,28.54,-81.38,2020-12-31,Orlando Magic,28.54,-81.38,Philadelphia 76ers,2020-12-31,Oklahoma City Thunder,35.468611,-97.521389,Oklahoma City Thunder,35.468611,-97.521389,Washington Wizards,38.9101,-77.0147,Washington Wizards,38.9101,-77.0147,Orlando Magic,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,False,False,False,3396.0
57,3339.0,Box Score,"Sat, Jan 2, 2021",,7:00p,108.0,Oklahoma City Thunder,,99.0,Orlando Magic,N,2021,Orlando Magic,2021-01-02,N,1,28.54,-81.38,Oklahoma City Thunder,2,35.468611,-97.521389,2020-12-31,Oklahoma City Thunder,35.468611,-97.521389,New Orleans Pelicans,2020-12-31,Orlando Magic,28.54,-81.38,Oklahoma City Thunder,35.468611,-97.521389,Oklahoma City Thunder,35.468611,-97.521389,Charlotte Hornets,35.227222,-80.843056,,,,,,,,,,,,,,,,,,,,,,1.0,1002.6363053588271,2.0,2.0,2.0,0.0,-1.0,-1,1002.6363053588271,False,True,False,3396.0
58,,Box Score,"Wed, Dec 23, 2020",,8:00p,124.0,Atlanta Hawks,,104.0,Chicago Bulls,N,2021,Chicago Bulls,2020-12-23,N,2,41.881944,-87.627778,Atlanta Hawks,1,33.755,-84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1,,False,True,,
59,,Box Score,"Wed, Dec 23, 2020",,8:00p,104.0,Chicago Bulls,,124.0,Atlanta Hawks,N,2021,Chicago Bulls,2020-12-23,Y,2,41.881944,-87.627778,Chicago Bulls,2,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,,
60,,Box Score,"Sat, Dec 26, 2020",,8:00p,106.0,Chicago Bulls,,125.0,Indiana Pacers,N,2021,Chicago Bulls,2020-12-26,Y,2,41.881944,-87.627778,Chicago Bulls,2,41.881944,-87.627778,2020-12-23,Chicago Bulls,41.881944,-87.627778,Atlanta Hawks,2020-12-23,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.0,0.0,0,0.0,False,False,False,
61,,Box Score,"Sat, Dec 26, 2020",,8:00p,125.0,Indiana Pacers,,106.0,Chicago Bulls,N,2021,Chicago Bulls,2020-12-26,N,2,41.881944,-87.627778,Indiana Pacers,1,39.768611,-86.158056,2020-12-23,Indiana Pacers,39.768611,-86.158056,New York Knicks,2020-12-23,Chicago Bulls,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,166.44223624124191,1.0,3.0,3.0,0.0,1.0,1,166.44223624124191,False,True,True,
62,,Box Score,"Sun, Dec 27, 2020",,8:00p,128.0,Chicago Bulls,,129.0,Golden State Warriors,N,2021,Chicago Bulls,2020-12-27,Y,2,41.881944,-87.627778,Chicago Bulls,2,41.881944,-87.627778,2020-12-26,Chicago Bulls,41.881944,-87.627778,Indiana Pacers,2020-12-25,Milwaukee Bucks,43.05,-87.95,Chicago Bulls,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,-1.0,0.0,0,0.0,False,False,False,
63,,Box Score,"Sun, Dec 27, 2020",,8:00p,129.0,Golden State Warriors,,128.0,Chicago Bulls,N,2021,Chicago Bulls,2020-12-27,N,2,41.881944,-87.627778,Golden State Warriors,4,37.804444,-122.270833,2020-12-25,Milwaukee Bucks,43.05,-87.95,Milwaukee Bucks,2020-12-26,Chicago Bulls,41.881944,-87.627778,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,1.0,1.0,0.0,-2,82.49374670090363,False,True,False,
64,0.0,Box Score,"Wed, Dec 23, 2020",,10:30p,102.0,Dallas Mavericks,,106.0,Phoenix Suns,N,2021,Phoenix Suns,2020-12-23,N,3,33.45,-112.066667,Dallas Mavericks,2,32.779167,-96.808889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1,,False,False,,0.0
65,0.0,Box Score,"Wed, Dec 23, 2020",,10:30p,106.0,Phoenix Suns,,102.0,Dallas Mavericks,N,2021,Phoenix Suns,2020-12-23,Y,3,33.45,-112.066667,Phoenix Suns,3,33.45,-112.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,0.0
66,,Box Score,"Tue, Dec 29, 2020",,10:00p,86.0,New Orleans Pelicans,,111.0,Phoenix Suns,N,2021,Phoenix Suns,2020-12-29,N,3,33.45,-112.066667,New Orleans Pelicans,2,29.95,-90.08,2020-12-27,New Orleans Pelicans,29.95,-90.08,San Antonio Spurs,2020-12-27,Sacramento Kings,38.581667,-121.494444,Miami Heat,25.775278,-80.208889,Toronto Raptors,43.741667,-79.373333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1224.5224850859943,2.0,2.0,2.0,0.0,1.0,1,1224.5224850859943,False,False,True,0.0
67,,Box Score,"Tue, Dec 29, 2020",,10:00p,111.0,Phoenix Suns,,86.0,New Orleans Pelicans,N,2021,Phoenix Suns,2020-12-29,Y,3,33.45,-112.066667,Phoenix Suns,3,33.45,-112.066667,2020-12-27,Sacramento Kings,38.581667,-121.494444,Sacramento Kings,2020-12-27,New Orleans Pelicans,29.95,-90.08,Sacramento Kings,38.581667,-121.494444,Phoenix Suns,33.45,-112.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,0.0,-1.0,0,624.7804299677534,False,True,True,0.0
68,3800.0,Box Score,"Wed, Dec 23, 2020",,7:30p,113.0,New Orleans Pelicans,,99.0,Toronto Raptors,N,2021,Toronto Raptors,2020-12-23,N,1,43.741667,-79.373333,New Orleans Pelicans,2,29.95,-90.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,-1,,False,True,,3800.0
69,3800.0,Box Score,"Wed, Dec 23, 2020",,7:30p,99.0,Toronto Raptors,,113.0,New Orleans Pelicans,N,2021,Toronto Raptors,2020-12-23,Y,1,43.741667,-79.373333,Toronto Raptors,1,43.741667,-79.373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,,3800.0
70,3449.0,Box Score,"Thu, Dec 31, 2020",,7:30p,100.0,Toronto Raptors,,83.0,New York Knicks,N,2021,Toronto Raptors,2020-12-31,Y,1,43.741667,-79.373333,Toronto Raptors,1,43.741667,-79.373333,2020-12-29,Philadelphia 76ers,39.952778,-75.163611,Philadelphia 76ers,2020-12-29,Cleveland Cavaliers,41.482222,-81.669722,San Antonio Spurs,29.425,-98.493889,Toronto Raptors,43.741667,-79.373333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,348.1074428861529,False,True,False,3800.0
71,3449.0,Box Score,"Thu, Dec 31, 2020",,7:30p,83.0,New York Knicks,,100.0,Toronto Raptors,N,2021,Toronto Raptors,2020-12-31,N,1,43.741667,-79.373333,New York Knicks,1,40.71274,-74.005974,2020-12-29,Cleveland Cavaliers,41.482222,-81.669722,Cleveland Cavaliers,2020-12-29,Philadelphia 76ers,39.952778,-75.163611,New York Knicks,40.71274,-74.005974,New York Knicks,40.71274,-74.005974,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,2.0,621.8611340740842,1.0,2.0,2.0,0.0,0.0,0,200.06548437427423,False,False,True,3800.0
72,0.0,Box Score,"Wed, Dec 23, 2020",,8:00p,119.0,Memphis Grizzlies,,131.0,San Antonio Spurs,N,2021,Memphis Grizzlies,2020-12-23,Y,2,35.1175,-89.971111,Memphis Grizzlies,2,35.1175,-89.971111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,,0.0
73,0.0,Box Score,"Wed, Dec 23, 2020",,8:00p,131.0,San Antonio Spurs,,119.0,Memphis Grizzlies,N,2021,Memphis Grizzlies,2020-12-23,N,2,35.1175,-89.971111,San Antonio Spurs,2,29.425,-98.493889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0,,False,True,,0.0
74,,Box Score,"Sat, Dec 26, 2020",,5:00p,112.0,Memphis Grizzlies,,122.0,Atlanta Hawks,N,2021,Memphis Grizzlies,2020-12-26,Y,2,35.1175,-89.971111,Memphis Grizzlies,2,35.1175,-89.971111,2020-12-23,Memphis Grizzlies,35.1175,-89.971111,San Antonio Spurs,2020-12-23,Chicago Bulls,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.0,0.0,0,0.0,False,False,False,0.0
75,,Box Score,"Sat, Dec 26, 2020",,5:00p,122.0,Atlanta Hawks,,112.0,Memphis Grizzlies,N,2021,Memphis Grizzlies,2020-12-26,N,2,35.1175,-89.971111,Atlanta Hawks,1,33.755,-84.39,2020-12-23,Chicago Bulls,41.881944,-87.627778,Chicago Bulls,2020-12-23,Memphis Grizzlies,35.1175,-89.971111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,3.0,3.0,0.0,0.0,1,483.9654909971187,False,True,True,0.0
76,,Box Score,"Wed, Dec 23, 2020",,9:00p,122.0,Denver Nuggets,OT,124.0,Sacramento Kings,N,2021,Denver Nuggets,2020-12-23,Y,3,39.739167,-104.990278,Denver Nuggets,3,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,,0.0
77,,Box Score,"Wed, Dec 23, 2020",,9:00p,124.0,Sacramento Kings,OT,122.0,Denver Nuggets,N,2021,Denver Nuggets,2020-12-23,N,3,39.739167,-104.990278,Sacramento Kings,4,38.581667,-121.494444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,-1,,False,True,,0.0
78,,Box Score,"Fri, Dec 25, 2020",,10:30p,108.0,Denver Nuggets,,121.0,Los Angeles Clippers,N,2021,Denver Nuggets,2020-12-25,Y,3,39.739167,-104.990278,Denver Nuggets,3,39.739167,-104.990278,2020-12-23,Denver Nuggets,39.739167,-104.990278,Sacramento Kings,2020-12-22,Los Angeles Lakers,34.05,-118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,-1.0,0.0,0,0.0,False,False,False,0.0
79,,Box Score,"Fri, Dec 25, 2020",,10:30p,121.0,Los Angeles Clippers,,108.0,Denver Nuggets,N,2021,Denver Nuggets,2020-12-25,N,3,39.739167,-104.990278,Los Angeles Clippers,4,34.05,-118.25,2020-12-22,Los Angeles Lakers,34.05,-118.25,Los Angeles Lakers,2020-12-23,Denver Nuggets,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,3.0,2.0,1.0,-1.0,-1,823.5567453303336,False,True,True,0.0
80,,Box Score,"Mon, Dec 28, 2020",,9:00p,111.0,Houston Rockets,,124.0,Denver Nuggets,N,2021,Denver Nuggets,2020-12-28,N,3,39.739167,-104.990278,Houston Rockets,2,29.762778,-95.383056,2020-12-26,Portland Trail Blazers,45.52,-122.681944,Portland Trail Blazers,2020-12-25,Denver Nuggets,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,2.0,3.0,-1.0,-1.0,1,1045.0796871820999,False,False,False,0.0
81,,Box Score,"Mon, Dec 28, 2020",,9:00p,124.0,Denver Nuggets,,111.0,Houston Rockets,N,2021,Denver Nuggets,2020-12-28,Y,3,39.739167,-104.990278,Denver Nuggets,3,39.739167,-104.990278,2020-12-25,Denver Nuggets,39.739167,-104.990278,Los Angeles Clippers,2020-12-26,Portland Trail Blazers,45.52,-122.681944,Denver Nuggets,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,1.0,0.0,0,0.0,False,True,False,0.0
82,0.0,Box Score,"Fri, Jan 1, 2021",,9:00p,106.0,Phoenix Suns,,103.0,Denver Nuggets,N,2021,Denver Nuggets,2021-01-01,N,3,39.739167,-104.990278,Phoenix Suns,3,33.45,-112.066667,2020-12-31,Utah Jazz,40.760833,-111.891111,Utah Jazz,2020-12-29,Sacramento Kings,38.581667,-121.494444,Phoenix Suns,33.45,-112.066667,Sacramento Kings,38.581667,-121.494444,Sacramento Kings,38.581667,-121.494444,Phoenix Suns,33.45,-112.066667,,,,,,,,,,,,,,,,,,,2.0,887.8619493466363,3.0,1.0,3.0,-2.0,0.0,0,383.3234115400727,False,True,True,0.0
83,0.0,Box Score,"Fri, Jan 1, 2021",,9:00p,103.0,Denver Nuggets,,106.0,Phoenix Suns,N,2021,Denver Nuggets,2021-01-01,Y,3,39.739167,-104.990278,Denver Nuggets,3,39.739167,-104.990278,2020-12-29,Sacramento Kings,38.581667,-121.494444,Sacramento Kings,2020-12-31,Utah Jazz,40.760833,-111.891111,Denver Nuggets,39.739167,-104.990278,Denver Nuggets,39.739167,-104.990278,Denver Nuggets,39.739167,-104.990278,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,2.0,-1.0,0,904.6598936674594,False,False,False,0.0
84,,Box Score,"Fri, Dec 25, 2020",,12:00p,111.0,Miami Heat,,98.0,New Orleans Pelicans,N,2021,Miami Heat,2020-12-25,Y,1,25.775278,-80.208889,Miami Heat,1,25.775278,-80.208889,2020-12-23,Orlando Magic,28.54,-81.38,Orlando Magic,2020-12-23,Toronto Raptors,43.741667,-79.373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,201.19707046032235,False,True,False,
85,,Box Score,"Fri, Dec 25, 2020",,12:00p,98.0,New Orleans Pelicans,,111.0,Miami Heat,N,2021,Miami Heat,2020-12-25,N,1,25.775278,-80.208889,New Orleans Pelicans,2,29.95,-90.08,2020-12-23,Toronto Raptors,43.741667,-79.373333,Toronto Raptors,2020-12-23,Orlando Magic,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,2.0,0.0,0.0,-1,1240.5200102423717,False,False,True,
86,,Box Score,"Tue, Dec 29, 2020",,7:30p,144.0,Milwaukee Bucks,,97.0,Miami Heat,N,2021,Miami Heat,2020-12-29,N,1,25.775278,-80.208889,Milwaukee Bucks,2,43.05,-87.95,2020-12-27,New York Knicks,40.71274,-74.005974,New York Knicks,2020-12-25,Miami Heat,25.775278,-80.208889,Milwaukee Bucks,43.05,-87.95,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1863.1401064863917,1.0,2.0,4.0,-2.0,0.0,-1,1084.9031710151935,False,True,False,
87,,Box Score,"Tue, Dec 29, 2020",,7:30p,97.0,Miami Heat,,144.0,Milwaukee Bucks,N,2021,Miami Heat,2020-12-29,Y,1,25.775278,-80.208889,Miami Heat,1,25.775278,-80.208889,2020-12-25,Miami Heat,25.775278,-80.208889,New Orleans Pelicans,2020-12-27,New York Knicks,40.71274,-74.005974,Orlando Magic,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,2.0,0.0,0,0.0,False,False,True,
88,,Box Score,"Wed, Dec 30, 2020",,7:30p,108.0,Milwaukee Bucks,,119.0,Miami Heat,N,2021,Miami Heat,2020-12-30,N,1,25.775278,-80.208889,Milwaukee Bucks,2,43.05,-87.95,2020-12-29,Miami Heat,25.775278,-80.208889,Miami Heat,2020-12-29,Miami Heat,25.775278,-80.208889,New York Knicks,40.71274,-74.005974,Milwaukee Bucks,43.05,-87.95,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,3.0,1863.1401064863917,1.0,1.0,1.0,0.0,0.0,-1,0.0,True,False,True,
89,,Box Score,"Wed, Dec 30, 2020",,7:30p,119.0,Miami Heat,,108.0,Milwaukee Bucks,N,2021,Miami Heat,2020-12-30,Y,1,25.775278,-80.208889,Miami Heat,1,25.775278,-80.208889,2020-12-29,Miami Heat,25.775278,-80.208889,Milwaukee Bucks,2020-12-29,Miami Heat,25.775278,-80.208889,Miami Heat,25.775278,-80.208889,Orlando Magic,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0.0,True,True,False,
90,,Box Score,"Fri, Dec 25, 2020",,2:30p,138.0,Milwaukee Bucks,,99.0,Golden State Warriors,N,2021,Milwaukee Bucks,2020-12-25,Y,2,43.05,-87.95,Milwaukee Bucks,2,43.05,-87.95,2020-12-23,Boston Celtics,42.358056,-71.063611,Boston Celtics,2020-12-22,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,-1.0,1.0,0,923.2321887726712,False,True,False,0.0
91,,Box Score,"Fri, Dec 25, 2020",,2:30p,99.0,Golden State Warriors,,138.0,Milwaukee Bucks,N,2021,Milwaukee Bucks,2020-12-25,N,2,43.05,-87.95,Golden State Warriors,4,37.804444,-122.270833,2020-12-22,Brooklyn Nets,40.71274,-74.005974,Brooklyn Nets,2020-12-23,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,2.0,1.0,1.0,-2,778.2369354711982,False,False,False,0.0
92,0.0,Box Score,"Fri, Jan 1, 2021",,8:00p,126.0,Milwaukee Bucks,,96.0,Chicago Bulls,N,2021,Milwaukee Bucks,2021-01-01,Y,2,43.05,-87.95,Milwaukee Bucks,2,43.05,-87.95,2020-12-30,Miami Heat,25.775278,-80.208889,Miami Heat,2020-12-31,Washington Wizards,38.9101,-77.0147,Miami Heat,25.775278,-80.208889,New York Knicks,40.71274,-74.005974,Milwaukee Bucks,43.05,-87.95,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0,1264.6754869863503,False,True,False,0.0
93,0.0,Box Score,"Fri, Jan 1, 2021",,8:00p,96.0,Chicago Bulls,,126.0,Milwaukee Bucks,N,2021,Milwaukee Bucks,2021-01-01,N,2,43.05,-87.95,Chicago Bulls,2,41.881944,-87.627778,2020-12-31,Washington Wizards,38.9101,-77.0147,Washington Wizards,2020-12-30,Miami Heat,25.775278,-80.208889,Washington Wizards,38.9101,-77.0147,Chicago Bulls,41.881944,-87.627778,Chicago Bulls,41.881944,-87.627778,Chicago Bulls,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,3.0,1276.567340485746,1.0,1.0,2.0,-1.0,1.0,0,661.8815224794199,False,False,True,0.0
94,,Box Score,"Sat, Dec 26, 2020",,7:00p,109.0,Oklahoma City Thunder,,107.0,Charlotte Hornets,N,2021,Charlotte Hornets,2020-12-26,N,1,35.227222,-80.843056,Oklahoma City Thunder,2,35.468611,-97.521389,,,,,,2020-12-23,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,-1,,False,True,,0.0
95,,Box Score,"Sat, Dec 26, 2020",,7:00p,107.0,Charlotte Hornets,,109.0,Oklahoma City Thunder,N,2021,Charlotte Hornets,2020-12-26,Y,1,35.227222,-80.843056,Charlotte Hornets,1,35.227222,-80.843056,2020-12-23,Cleveland Cavaliers,41.482222,-81.669722,Cleveland Cavaliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,0.0,0,433.948728809177,False,False,False,0.0
96,,Box Score,"Sun, Dec 27, 2020",,7:00p,104.0,Brooklyn Nets,,106.0,Charlotte Hornets,N,2021,Charlotte Hornets,2020-12-27,N,1,35.227222,-80.843056,Brooklyn Nets,1,40.71274,-74.005974,2020-12-25,Boston Celtics,42.358056,-71.063611,Boston Celtics,2020-12-26,Charlotte Hornets,35.227222,-80.843056,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,922.8041032615714,1.0,2.0,1.0,1.0,0.0,0,726.0867222366257,False,False,True,0.0
97,,Box Score,"Sun, Dec 27, 2020",,7:00p,106.0,Charlotte Hornets,,104.0,Brooklyn Nets,N,2021,Charlotte Hornets,2020-12-27,Y,1,35.227222,-80.843056,Charlotte Hornets,1,35.227222,-80.843056,2020-12-26,Charlotte Hornets,35.227222,-80.843056,Oklahoma City Thunder,2020-12-25,Boston Celtics,42.358056,-71.063611,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,-1.0,0.0,0,0.0,False,True,False,0.0
98,0.0,Box Score,"Fri, Jan 1, 2021",,7:00p,93.0,Charlotte Hornets,,108.0,Memphis Grizzlies,N,2021,Charlotte Hornets,2021-01-01,Y,1,35.227222,-80.843056,Charlotte Hornets,1,35.227222,-80.843056,2020-12-30,Dallas Mavericks,32.779167,-96.808889,Dallas Mavericks,2020-12-30,Boston Celtics,42.358056,-71.063611,Charlotte Hornets,35.227222,-80.843056,Charlotte Hornets,35.227222,-80.843056,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,-1.0,0,887.9490709267031,False,False,True,0.0
99,0.0,Box Score,"Fri, Jan 1, 2021",,7:00p,108.0,Memphis Grizzlies,,93.0,Charlotte Hornets,N,2021,Charlotte Hornets,2021-01-01,N,1,35.227222,-80.843056,Memphis Grizzlies,2,35.1175,-89.971111,2020-12-30,Boston Celtics,42.358056,-71.063611,Boston Celtics,2020-12-30,Dallas Mavericks,32.779167,-96.808889,Brooklyn Nets,40.71274,-74.005974,Memphis Grizzlies,35.1175,-89.971111,Memphis Grizzlies,35.1175,-89.971111,,,,,,,,,,,,,,,,,,,,,,3.0,1876.1697220217106,1.0,2.0,2.0,0.0,0.0,-1,726.0867222366257,False,True,False,0.0
100,,Box Score,"Sat, Dec 26, 2020",,7:00p,119.0,Detroit Pistons,2OT,128.0,Cleveland Cavaliers,N,2021,Detroit Pistons,2020-12-26,Y,1,42.331389,-83.045833,Detroit Pistons,1,42.331389,-83.045833,2020-12-23,Minnesota Timberwolves,44.981944,-93.269167,Minnesota Timberwolves,2020-12-23,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.0,-1.0,0,587.3914459034372,False,False,False,0.0
101,,Box Score,"Sat, Dec 26, 2020",,7:00p,128.0,Cleveland Cavaliers,2OT,119.0,Detroit Pistons,N,2021,Detroit Pistons,2020-12-26,N,1,42.331389,-83.045833,Cleveland Cavaliers,1,41.482222,-81.669722,2020-12-23,Cleveland Cavaliers,41.482222,-81.669722,Charlotte Hornets,2020-12-23,Minnesota Timberwolves,44.981944,-93.269167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,95.28090703443203,1.0,3.0,3.0,0.0,0.0,0,95.28090703443203,False,True,True,0.0
102,,Box Score,"Tue, Dec 29, 2020",,7:00p,116.0,Golden State Warriors,,106.0,Detroit Pistons,N,2021,Detroit Pistons,2020-12-29,N,1,42.331389,-83.045833,Golden State Warriors,4,37.804444,-122.270833,2020-12-27,Chicago Bulls,41.881944,-87.627778,Chicago Bulls,2020-12-28,Atlanta Hawks,33.755,-84.39,Milwaukee Bucks,43.05,-87.95,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,2.0,1.0,1.0,-1.0,-3,252.08898169416685,False,True,True,0.0
103,,Box Score,"Tue, Dec 29, 2020",,7:00p,106.0,Detroit Pistons,,116.0,Golden State Warriors,N,2021,Detroit Pistons,2020-12-29,Y,1,42.331389,-83.045833,Detroit Pistons,1,42.331389,-83.045833,2020-12-28,Atlanta Hawks,33.755,-84.39,Atlanta Hawks,2020-12-27,Chicago Bulls,41.881944,-87.627778,Detroit Pistons,42.331389,-83.045833,Minnesota Timberwolves,44.981944,-93.269167,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,-1.0,0.0,0,596.3044886645985,False,False,False,0.0
104,0.0,Box Score,"Fri, Jan 1, 2021",,7:00p,93.0,Boston Celtics,,96.0,Detroit Pistons,N,2021,Detroit Pistons,2021-01-01,N,1,42.331389,-83.045833,Boston Celtics,1,42.358056,-71.063611,2020-12-30,Boston Celtics,42.358056,-71.063611,Memphis Grizzlies,2020-12-29,Detroit Pistons,42.331389,-83.045833,Indiana Pacers,39.768611,-86.158056,Indiana Pacers,39.768611,-86.158056,Boston Celtics,42.358056,-71.063611,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,1.0,654.231908731494,1.0,2.0,3.0,-1.0,0.0,0,654.231908731494,False,False,True,0.0
