,attendance,box_score_text,game_date,game_remarks,game_start_time,home_pts,home_team_name,overtimes,visitor_pts,visitor_team_name,playoffs
73,"17,122",Box Score,"Fri, Nov 7, 2014",,7:30p,101,Boston Celtics,,98,Indiana Pacers,N
74,"17,732",Box Score,"Fri, Nov 7, 2014",,7:30p,110,Brooklyn Nets,,99,New York Knicks,N
75,"16,102",Box Score,"Fri, Nov 7, 2014",,7:30p,98,Detroit Pistons,,95,Milwaukee Bucks,N
76,"19,800",Box Score,"Fri, Nov 7, 2014",,7:30p,103,Toronto Raptors,,84,Washington Wizards,N
77,"18,203",Box Score,"Fri, Nov 7, 2014",,8:00p,89,Oklahoma City Thunder,,91,Memphis Grizzlies,N
78,"15,476",Box Score,"Fri, Nov 7, 2014",,9:00p,112,Phoenix Suns,2OT,114,Sacramento Kings,N
79,"18,419",Box Score,"Fri, Nov 7, 2014",,9:00p,82,Utah Jazz,,105,Dallas Mavericks,N
80,"19,623",Box Score,"Fri, Nov 7, 2014",,10:30p,101,Denver Nuggets,,110,Cleveland Cavaliers,N
81,"19,060",Box Score,"Sat, Nov 8, 2014",,3:30p,106,Los Angeles Clippers,,102,Portland Trail Blazers,N
82,"17,302",Box Score,"Sat, Nov 8, 2014",,7:00p,90,Indiana Pacers,,97,Washington Wizards,N
83,"17,521",Box Score,"Sat, Nov 8, 2014",,7:30p,103,Atlanta Hawks,,96,New York Knicks,N
84,"19,735",Box Score,"Sat, Nov 8, 2014",,7:30p,102,Miami Heat,,92,Minnesota Timberwolves,N
85,"22,104",Box Score,"Sat, Nov 8, 2014",,8:00p,101,Chicago Bulls,,106,Boston Celtics,N
86,"18,312",Box Score,"Sat, Nov 8, 2014",,8:00p,87,Houston Rockets,,98,Golden State Warriors,N
87,"13,841",Box Score,"Sat, Nov 8, 2014",,8:30p,93,Milwaukee Bucks,,92,Memphis Grizzlies,N
88,"18,581",Box Score,"Sat, Nov 8, 2014",,8:30p,99,San Antonio Spurs,,100,New Orleans Pelicans,N
89,"16,127",Box Score,"Sun, Nov 9, 2014",,3:30p,104,Brooklyn Nets,,96,Orlando Magic,N
90,"12,888",Box Score,"Sun, Nov 9, 2014",,6:00p,96,Detroit Pistons,,97,Utah Jazz,N
91,"18,203",Box Score,"Sun, Nov 9, 2014",,7:00p,101,Oklahoma City Thunder,,93,Sacramento Kings,N
92,"18,470",Box Score,"Sun, Nov 9, 2014",,7:00p,120,Toronto Raptors,,88,Philadelphia 76ers,N
93,"20,195",Box Score,"Sun, Nov 9, 2014",,7:30p,96,Dallas Mavericks,,105,Miami Heat,N
94,"16,046",Box Score,"Sun, Nov 9, 2014",,8:00p,107,Phoenix Suns,,95,Golden State Warriors,N
95,"16,046",Box Score,"Sun, Nov 9, 2014",,9:00p,116,Portland Trail Blazers,,100,Denver Nuggets,N
96,"18,997",Box Score,"Sun, Nov 9, 2014",,9:30p,107,Los Angeles Lakers,,92,Charlotte Hornets,N
97,"20,562",Box Score,"Mon, Nov 10, 2014",,7:00p,118,Cleveland Cavaliers,,111,New Orleans Pelicans,N
98,"12,513",Box Score,"Mon, Nov 10, 2014",,7:00p,97,Indiana Pacers,,86,Utah Jazz,N
99,"19,812",Box Score,"Mon, Nov 10, 2014",,7:30p,85,New York Knicks,,91,Atlanta Hawks,N
100,"21,431",Box Score,"Mon, Nov 10, 2014",,8:00p,102,Chicago Bulls,,91,Detroit Pistons,N
101,"19,313",Box Score,"Mon, Nov 10, 2014",,10:30p,85,Los Angeles Clippers,,89,San Antonio Spurs,N
102,"19,800",Box Score,"Tue, Nov 11, 2014",,7:30p,104,Toronto Raptors,,100,Orlando Magic,N
103,"17,618",Box Score,"Tue, Nov 11, 2014",,8:00p,107,Memphis Grizzlies,,102,Los Angeles Lakers,N
104,"12,390",Box Score,"Tue, Nov 11, 2014",,8:00p,85,Milwaukee Bucks,,78,Oklahoma City Thunder,N
105,"19,663",Box Score,"Tue, Nov 11, 2014",,8:30p,106,Dallas Mavericks,,98,Sacramento Kings,N
106,"18,495",Box Score,"Tue, Nov 11, 2014",,10:00p,102,Portland Trail Blazers,,100,Charlotte Hornets,N
107,"19,596",Box Score,"Tue, Nov 11, 2014",,10:30p,100,Golden State Warriors,,113,San Antonio Spurs,N
108,"14,708",Box Score,"Wed, Nov 12, 2014",,7:00p,107,Washington Wizards,,103,Detroit Pistons,N
109,"12,595",Box Score,"Wed, Nov 12, 2014",,7:30p,100,Atlanta Hawks,,97,Utah Jazz,N
110,"17,043",Box Score,"Wed, Nov 12, 2014",,7:30p,94,Boston Celtics,,109,Oklahoma City Thunder,N
111,"19,658",Box Score,"Wed, Nov 12, 2014",,7:30p,75,Miami Heat,,81,Indiana Pacers,N
112,"19,812",Box Score,"Wed, Nov 12, 2014",,7:30p,95,New York Knicks,,97,Orlando Magic,N
113,"17,359",Box Score,"Wed, Nov 12, 2014",,8:00p,109,New Orleans Pelicans,,102,Los Angeles Lakers,N
114,"12,611",Box Score,"Wed, Nov 12, 2014",,9:00p,113,Denver Nuggets,,130,Portland Trail Blazers,N
115,"15,184",Box Score,"Wed, Nov 12, 2014",,9:00p,112,Phoenix Suns,,104,Brooklyn Nets,N
116,"18,996",Box Score,"Wed, Nov 12, 2014","at Mexico City, Mexico",10:00p,101,Minnesota Timberwolves,,113,Houston Rockets,N
117,"15,666",Box Score,"Thu, Nov 13, 2014",,8:00p,111,Memphis Grizzlies,,110,Sacramento Kings,N
118,"19,800",Box Score,"Thu, Nov 13, 2014",,8:00p,93,Toronto Raptors,,100,Chicago Bulls,N
119,"19,604",Box Score,"Thu, Nov 13, 2014",,8:30p,123,Dallas Mavericks,,70,Philadelphia 76ers,N
120,"19,596",Box Score,"Thu, Nov 13, 2014",,10:30p,107,Golden State Warriors,,99,Brooklyn Nets,N
121,"16,286",Box Score,"Fri, Nov 14, 2014",,7:00p,87,Indiana Pacers,,108,Denver Nuggets,N
122,"15,947",Box Score,"Fri, Nov 14, 2014",,7:00p,101,Orlando Magic,,85,Milwaukee Bucks,N
123,"17,090",Box Score,"Fri, Nov 14, 2014",,7:30p,114,Atlanta Hawks,,103,Miami Heat,N
124,"18,624",Box Score,"Fri, Nov 14, 2014",,7:30p,121,Boston Celtics,,122,Cleveland Cavaliers,N
125,"19,812",Box Score,"Fri, Nov 14, 2014",,7:30p,100,New York Knicks,,102,Utah Jazz,N
126,"18,138",Box Score,"Fri, Nov 14, 2014",,8:00p,88,Houston Rockets,,87,Philadelphia 76ers,N
127,"14,775",Box Score,"Fri, Nov 14, 2014",,8:00p,139,New Orleans Pelicans,,91,Minnesota Timberwolves,N
128,"18,203",Box Score,"Fri, Nov 14, 2014",,8:00p,89,Oklahoma City Thunder,OT,96,Detroit Pistons,N
129,"16,291",Box Score,"Fri, Nov 14, 2014",,9:00p,95,Phoenix Suns,,103,Charlotte Hornets,N
130,"18,997",Box Score,"Fri, Nov 14, 2014",,10:00p,80,Los Angeles Lakers,,93,San Antonio Spurs,N
131,"19,110",Box Score,"Sat, Nov 15, 2014",,7:00p,98,Washington Wizards,,93,Orlando Magic,N
132,"20,562",Box Score,"Sat, Nov 15, 2014",,7:30p,127,Cleveland Cavaliers,,94,Atlanta Hawks,N
133,"19,800",Box Score,"Sat, Nov 15, 2014",,7:30p,111,Toronto Raptors,,93,Utah Jazz,N
134,"22,248",Box Score,"Sat, Nov 15, 2014",,8:00p,90,Chicago Bulls,,99,Indiana Pacers,N
135,"17,215",Box Score,"Sat, Nov 15, 2014",,8:00p,95,Memphis Grizzlies,,88,Detroit Pistons,N
136,"19,730",Box Score,"Sat, Nov 15, 2014",,8:30p,131,Dallas Mavericks,,117,Minnesota Timberwolves,N
137,"19,441",Box Score,"Sat, Nov 15, 2014",,10:00p,97,Portland Trail Blazers,,87,Brooklyn Nets,N
138,"17,317",Box Score,"Sat, Nov 15, 2014",,10:00p,94,Sacramento Kings,,91,San Antonio Spurs,N
139,"19,596",Box Score,"Sat, Nov 15, 2014",,10:30p,112,Golden State Warriors,,87,Charlotte Hornets,N
140,"19,060",Box Score,"Sat, Nov 15, 2014",,10:30p,120,Los Angeles Clippers,,107,Phoenix Suns,N
141,"19,812",Box Score,"Sun, Nov 16, 2014",,1:00p,109,New York Knicks,,93,Denver Nuggets,N
142,"19,680",Box Score,"Sun, Nov 16, 2014",,6:00p,84,Miami Heat,,91,Milwaukee Bucks,N
143,"18,203",Box Score,"Sun, Nov 16, 2014",,7:00p,65,Oklahoma City Thunder,,69,Houston Rockets,N
144,"18,997",Box Score,"Sun, Nov 16, 2014",,9:30p,115,Los Angeles Lakers,,136,Golden State Warriors,N
145,"15,345",Box Score,"Mon, Nov 17, 2014",,7:00p,80,Charlotte Hornets,,107,Dallas Mavericks,N
146,"20,562",Box Score,"Mon, Nov 17, 2014",,7:00p,97,Cleveland Cavaliers,,106,Denver Nuggets,N
147,"16,726",Box Score,"Mon, Nov 17, 2014",,7:30p,114,Boston Celtics,,118,Phoenix Suns,N
148,"17,732",Box Score,"Mon, Nov 17, 2014",,7:30p,83,Brooklyn Nets,,95,Miami Heat,N
149,"11,619",Box Score,"Mon, Nov 17, 2014",,7:30p,93,Detroit Pistons,,107,Orlando Magic,N
150,"17,012",Box Score,"Mon, Nov 17, 2014",,8:00p,119,Memphis Grizzlies,,93,Houston Rockets,N
151,"18,581",Box Score,"Mon, Nov 17, 2014",,8:30p,100,San Antonio Spurs,,75,Philadelphia 76ers,N
152,"19,441",Box Score,"Mon, Nov 17, 2014",,10:00p,102,Portland Trail Blazers,,93,New Orleans Pelicans,N
153,"19,319",Box Score,"Mon, Nov 17, 2014",,10:30p,89,Los Angeles Clippers,,105,Chicago Bulls,N
154,"17,848",Box Score,"Tue, Nov 18, 2014",,7:30p,109,Atlanta Hawks,,114,Los Angeles Lakers,N
155,"12,190",Box Score,"Tue, Nov 18, 2014",,8:00p,117,Milwaukee Bucks,,113,New York Knicks,N
156,"17,190",Box Score,"Tue, Nov 18, 2014",,9:00p,98,Utah Jazz,,81,Oklahoma City Thunder,N
157,"16,526",Box Score,"Tue, Nov 18, 2014",,10:00p,100,Sacramento Kings,,106,New Orleans Pelicans,N
158,"20,562",Box Score,"Wed, Nov 19, 2014",,7:00p,90,Cleveland Cavaliers,,92,San Antonio Spurs,N
159,"14,748",Box Score,"Wed, Nov 19, 2014",,7:00p,88,Indiana Pacers,,86,Charlotte Hornets,N
160,"16,034",Box Score,"Wed, Nov 19, 2014",,7:00p,90,Orlando Magic,,114,Los Angeles Clippers,N
161,"12,701",Box Score,"Wed, Nov 19, 2014",,7:00p,90,Philadelphia 76ers,,101,Boston Celtics,N
162,"16,374",Box Score,"Wed, Nov 19, 2014",,7:00p,102,Washington Wizards,,105,Dallas Mavericks,N
163,"15,694",Box Score,"Wed, Nov 19, 2014",,7:30p,118,Brooklyn Nets,3OT,122,Milwaukee Bucks,N
164,"10,686",Box Score,"Wed, Nov 19, 2014",,7:30p,86,Detroit Pistons,,88,Phoenix Suns,N
165,"19,800",Box Score,"Wed, Nov 19, 2014",,7:30p,96,Toronto Raptors,,92,Memphis Grizzlies,N
166,"15,304",Box Score,"Wed, Nov 19, 2014",,8:00p,115,Minnesota Timberwolves,,99,New York Knicks,N
167,"14,140",Box Score,"Wed, Nov 19, 2014",,9:00p,107,Denver Nuggets,,100,Oklahoma City Thunder,N
168,"18,245",Box Score,"Wed, Nov 19, 2014",,9:30p,92,Houston Rockets,,98,Los Angeles Lakers,N
169,"19,685",Box Score,"Thu, Nov 20, 2014",,8:00p,93,Miami Heat,,110,Los Angeles Clippers,N
170,"17,317",Box Score,"Thu, Nov 20, 2014",,10:30p,103,Sacramento Kings,,88,Chicago Bulls,N
171,"18,126",Box Score,"Fri, Nov 21, 2014",,7:00p,100,Charlotte Hornets,,105,Orlando Magic,N
172,"16,789",Box Score,"Fri, Nov 21, 2014",,7:00p,96,Philadelphia 76ers,,122,Phoenix Suns,N
173,"16,517",Box Score,"Fri, Nov 21, 2014",,7:30p,99,Atlanta Hawks,,89,Detroit Pistons,N
174,"19,800",Box Score,"Fri, Nov 21, 2014",,7:30p,124,Toronto Raptors,,82,Milwaukee Bucks,N
175,"17,712",Box Score,"Fri, Nov 21, 2014",,8:00p,117,Memphis Grizzlies,,100,Boston Celtics,N
176,"12,414",Box Score,"Fri, Nov 21, 2014",,8:00p,92,Minnesota Timberwolves,,121,San Antonio Spurs,N
177,"18,203",Box Score,"Fri, Nov 21, 2014",,8:00p,92,Oklahoma City Thunder,,94,Brooklyn Nets,N
178,"20,356",Box Score,"Fri, Nov 21, 2014",,8:00p,91,Washington Wizards,,78,Cleveland Cavaliers,N
179,"20,353",Box Score,"Fri, Nov 21, 2014",,8:30p,140,Dallas Mavericks,,106,Los Angeles Lakers,N
180,"15,232",Box Score,"Fri, Nov 21, 2014",,9:00p,117,Denver Nuggets,,97,New Orleans Pelicans,N
181,"19,596",Box Score,"Fri, Nov 21, 2014",,10:30p,101,Golden State Warriors,,88,Utah Jazz,N
182,"19,866",Box Score,"Fri, Nov 21, 2014",,10:30p,105,Portland Trail Blazers,,87,Chicago Bulls,N
183,"16,870",Box Score,"Sat, Nov 22, 2014",,7:00p,83,Indiana Pacers,,106,Phoenix Suns,N
184,"18,846",Box Score,"Sat, Nov 22, 2014",,7:00p,92,Orlando Magic,,99,Miami Heat,N
185,"20,562",Box Score,"Sat, Nov 22, 2014",,7:30p,93,Cleveland Cavaliers,,110,Toronto Raptors,N
186,"19,812",Box Score,"Sat, Nov 22, 2014",,7:30p,91,New York Knicks,,83,Philadelphia 76ers,N
187,"18,244",Box Score,"Sat, Nov 22, 2014",,8:00p,95,Houston Rockets,,92,Dallas Mavericks,N
188,"13,191",Box Score,"Sat, Nov 22, 2014",,8:00p,101,Minnesota Timberwolves,,113,Sacramento Kings,N
189,"14,254",Box Score,"Sat, Nov 22, 2014",,8:30p,100,Milwaukee Bucks,,111,Washington Wizards,N
190,"18,581",Box Score,"Sat, Nov 22, 2014",,8:30p,99,San Antonio Spurs,,87,Brooklyn Nets,N
191,"18,452",Box Score,"Sat, Nov 22, 2014",,9:00p,94,Utah Jazz,,106,New Orleans Pelicans,N
192,"16,692",Box Score,"Sun, Nov 23, 2014",,6:00p,88,Boston Celtics,,94,Portland Trail Blazers,N
193,"18,119",Box Score,"Sun, Nov 23, 2014",,6:00p,107,Memphis Grizzlies,,91,Los Angeles Clippers,N
194,"19,639",Box Score,"Sun, Nov 23, 2014",,6:00p,94,Miami Heat,,93,Charlotte Hornets,N
195,"18,203",Box Score,"Sun, Nov 23, 2014",,7:00p,86,Oklahoma City Thunder,,91,Golden State Warriors,N
196,"18,997",Box Score,"Sun, Nov 23, 2014",,9:30p,94,Los Angeles Lakers,OT,101,Denver Nuggets,N
197,"17,180",Box Score,"Mon, Nov 24, 2014",,7:00p,92,Charlotte Hornets,,113,Los Angeles Clippers,N
198,"20,562",Box Score,"Mon, Nov 24, 2014",,7:00p,106,Cleveland Cavaliers,,74,Orlando Magic,N
199,"11,094",Box Score,"Mon, Nov 24, 2014",,7:00p,104,Philadelphia 76ers,,114,Portland Trail Blazers,N
200,"19,800",Box Score,"Mon, Nov 24, 2014",,7:30p,104,Toronto Raptors,,100,Phoenix Suns,N
201,"18,133",Box Score,"Mon, Nov 24, 2014",,8:00p,91,Houston Rockets,,86,New York Knicks,N
202,"19,850",Box Score,"Mon, Nov 24, 2014",,8:30p,100,Dallas Mavericks,,111,Indiana Pacers,N
203,"18,904",Box Score,"Mon, Nov 24, 2014",,9:00p,95,Utah Jazz,,97,Chicago Bulls,N
204,"15,440",Box Score,"Tue, Nov 25, 2014",,7:00p,102,Washington Wizards,,106,Atlanta Hawks,N
205,"19,647",Box Score,"Tue, Nov 25, 2014",,7:30p,97,Miami Heat,,114,Golden State Warriors,N
206,"15,265",Box Score,"Tue, Nov 25, 2014",,8:00p,98,Milwaukee Bucks,,86,Detroit Pistons,N
207,"17,037",Box Score,"Tue, Nov 25, 2014",,8:00p,89,New Orleans Pelicans,,99,Sacramento Kings,N
208,"17,033",Box Score,"Tue, Nov 25, 2014",,9:00p,114,Denver Nuggets,,109,Chicago Bulls,N
209,"16,972",Box Score,"Wed, Nov 26, 2014",,7:00p,97,Charlotte Hornets,,105,Portland Trail Blazers,N
210,"20,562",Box Score,"Wed, Nov 26, 2014",,7:00p,113,Cleveland Cavaliers,,87,Washington Wizards,N
211,"17,702",Box Score,"Wed, Nov 26, 2014",,7:00p,96,Orlando Magic,,111,Golden State Warriors,N
212,"11,223",Box Score,"Wed, Nov 26, 2014",,7:00p,91,Philadelphia 76ers,,99,Brooklyn Nets,N
213,"16,253",Box Score,"Wed, Nov 26, 2014",,7:30p,115,Atlanta Hawks,,126,Toronto Raptors,N
214,"20,352",Box Score,"Wed, Nov 26, 2014",,7:30p,109,Dallas Mavericks,OT,102,New York Knicks,N
215,"13,461",Box Score,"Wed, Nov 26, 2014",,7:30p,98,Detroit Pistons,,104,Los Angeles Clippers,N
216,"18,058",Box Score,"Wed, Nov 26, 2014",,8:00p,102,Houston Rockets,,89,Sacramento Kings,N
217,"14,710",Box Score,"Wed, Nov 26, 2014",,8:00p,86,Minnesota Timberwolves,,103,Milwaukee Bucks,N
218,"18,203",Box Score,"Wed, Nov 26, 2014",,8:00p,97,Oklahoma City Thunder,,82,Utah Jazz,N
219,"18,581",Box Score,"Wed, Nov 26, 2014",,8:30p,106,San Antonio Spurs,,100,Indiana Pacers,N
220,"16,099",Box Score,"Wed, Nov 26, 2014",,9:00p,120,Phoenix Suns,,112,Denver Nuggets,N
221,"18,997",Box Score,"Wed, Nov 26, 2014",,10:30p,93,Los Angeles Lakers,,99,Memphis Grizzlies,N
222,"18,203",Box Score,"Fri, Nov 28, 2014",,1:00p,102,Boston Celtics,,109,Chicago Bulls,N
223,"19,381",Box Score,"Fri, Nov 28, 2014",,7:00p,101,Charlotte Hornets,,106,Golden State Warriors,N
224,"17,079",Box Score,"Fri, Nov 28, 2014",,7:30p,100,Atlanta Hawks,,91,New Orleans Pelicans,N
225,"13,127",Box Score,"Fri, Nov 28, 2014",,7:30p,88,Detroit Pistons,,104,Milwaukee Bucks,N
226,"19,800",Box Score,"Fri, Nov 28, 2014",,7:30p,102,Toronto Raptors,,106,Dallas Mavericks,N
227,"18,226",Box Score,"Fri, Nov 28, 2014",,8:00p,85,Houston Rockets,,102,Los Angeles Clippers,N
228,"18,165",Box Score,"Fri, Nov 28, 2014",,8:00p,98,Indiana Pacers,,83,Orlando Magic,N
229,"18,203",Box Score,"Fri, Nov 28, 2014",,8:00p,105,Oklahoma City Thunder,,78,New York Knicks,N
230,"18,581",Box Score,"Fri, Nov 28, 2014",,8:30p,112,San Antonio Spurs,,104,Sacramento Kings,N
231,"15,509",Box Score,"Fri, Nov 28, 2014",,9:00p,122,Denver Nuggets,,97,Phoenix Suns,N
232,"19,459",Box Score,"Fri, Nov 28, 2014",,10:00p,99,Portland Trail Blazers,,112,Memphis Grizzlies,N
