,attendance,box_score_text,game_date,game_remarks,game_start_time,home_pts,home_team_name,overtimes,visitor_pts,visitor_team_name,playoffs
0,,Box Score,"Tue, Dec 22, 2020",,7:00p,125,Brooklyn Nets,,99,Golden State Warriors,N
1,,Box Score,"Tue, Dec 22, 2020",,10:00p,109,Los Angeles Lakers,,116,Los Angeles Clippers,N
2,300,Box Score,"Wed, Dec 23, 2020",,7:00p,121,Cleveland Cavaliers,,114,Charlotte Hornets,N
3,0,Box Score,"Wed, Dec 23, 2020",,7:00p,121,Indiana Pacers,,107,New York Knicks,N
4,"3,396",Box Score,"Wed, Dec 23, 2020",,7:00p,113,Orlando Magic,,107,Miami Heat,N
5,0,Box Score,"Wed, Dec 23, 2020",,7:00p,113,Philadelphia 76ers,,107,Washington Wizards,N
6,"3,800",Box Score,"Wed, Dec 23, 2020",,7:30p,99,Toronto Raptors,,113,New Orleans Pelicans,N
7,0,Box Score,"Wed, Dec 23, 2020",,7:30p,122,Boston Celtics,,121,Milwaukee Bucks,N
8,,Box Score,"Wed, Dec 23, 2020",,8:00p,104,Chicago Bulls,,124,Atlanta Hawks,N
9,0,Box Score,"Wed, Dec 23, 2020",,8:00p,119,Memphis Grizzlies,,131,San Antonio Spurs,N
10,,Box Score,"Wed, Dec 23, 2020",,8:00p,111,Minnesota Timberwolves,,101,Detroit Pistons,N
11,,Box Score,"Wed, Dec 23, 2020",,9:00p,122,Denver Nuggets,OT,124,Sacramento Kings,N
12,0,Box Score,"Wed, Dec 23, 2020",,10:00p,100,Portland Trail Blazers,,120,Utah Jazz,N
13,0,Box Score,"Wed, Dec 23, 2020",,10:30p,106,Phoenix Suns,,102,Dallas Mavericks,N
14,,Box Score,"Fri, Dec 25, 2020",,12:00p,111,Miami Heat,,98,New Orleans Pelicans,N
15,,Box Score,"Fri, Dec 25, 2020",,2:30p,138,Milwaukee Bucks,,99,Golden State Warriors,N
16,,Box Score,"Fri, Dec 25, 2020",,5:00p,95,Boston Celtics,,123,Brooklyn Nets,N
17,,Box Score,"Fri, Dec 25, 2020",,8:00p,138,Los Angeles Lakers,,115,Dallas Mavericks,N
18,,Box Score,"Fri, Dec 25, 2020",,10:30p,108,Denver Nuggets,,121,Los Angeles Clippers,N
19,,Box Score,"Sat, Dec 26, 2020",,5:00p,112,Memphis Grizzlies,,122,Atlanta Hawks,N
20,,Box Score,"Sat, Dec 26, 2020",,7:00p,107,Charlotte Hornets,,109,Oklahoma City Thunder,N
21,,Box Score,"Sat, Dec 26, 2020",,7:00p,119,Detroit Pistons,2OT,128,Cleveland Cavaliers,N
22,,Box Score,"Sat, Dec 26, 2020",,7:00p,120,Washington Wizards,,130,Orlando Magic,N
23,,Box Score,"Sat, Dec 26, 2020",,7:30p,89,New York Knicks,,109,Philadelphia 76ers,N
24,,Box Score,"Sat, Dec 26, 2020",,8:00p,106,Chicago Bulls,,125,Indiana Pacers,N
25,,Box Score,"Sat, Dec 26, 2020",,8:30p,119,San Antonio Spurs,,114,Toronto Raptors,N
26,"1,932",Box Score,"Sat, Dec 26, 2020",,9:00p,111,Utah Jazz,,116,Minnesota Timberwolves,N
27,,Box Score,"Sat, Dec 26, 2020",,10:00p,128,Portland Trail Blazers,OT,126,Houston Rockets,N
28,,Box Score,"Sat, Dec 26, 2020",,10:00p,106,Sacramento Kings,,103,Phoenix Suns,N
29,,Box Score,"Sun, Dec 27, 2020",,3:30p,73,Los Angeles Clippers,,124,Dallas Mavericks,N
30,750,Box Score,"Sun, Dec 27, 2020",,7:00p,98,New Orleans Pelicans,,95,San Antonio Spurs,N
31,,Box Score,"Sun, Dec 27, 2020",,7:00p,113,Washington Wizards,,120,Orlando Magic,N
32,,Box Score,"Sun, Dec 27, 2020",,7:00p,106,Charlotte Hornets,,104,Brooklyn Nets,N
33,300,Box Score,"Sun, Dec 27, 2020",,7:30p,118,Cleveland Cavaliers,,94,Philadelphia 76ers,N
34,,Box Score,"Sun, Dec 27, 2020",,7:30p,130,New York Knicks,,110,Milwaukee Bucks,N
35,,Box Score,"Sun, Dec 27, 2020",,8:00p,108,Indiana Pacers,,107,Boston Celtics,N
36,,Box Score,"Sun, Dec 27, 2020",,8:00p,128,Chicago Bulls,,129,Golden State Warriors,N
37,,Box Score,"Sun, Dec 27, 2020",,9:00p,100,Sacramento Kings,,116,Phoenix Suns,N
38,,Box Score,"Sun, Dec 27, 2020",,10:00p,127,Los Angeles Lakers,,91,Minnesota Timberwolves,N
39,,Box Score,"Mon, Dec 28, 2020",,7:30p,111,Brooklyn Nets,OT,116,Memphis Grizzlies,N
40,,Box Score,"Mon, Dec 28, 2020",,7:30p,128,Atlanta Hawks,,120,Detroit Pistons,N
41,,Box Score,"Mon, Dec 28, 2020",,8:00p,109,Oklahoma City Thunder,,110,Utah Jazz,N
42,,Box Score,"Mon, Dec 28, 2020",,9:00p,124,Denver Nuggets,,111,Houston Rockets,N
43,,Box Score,"Mon, Dec 28, 2020",,10:00p,107,Los Angeles Lakers,,115,Portland Trail Blazers,N
44,300,Box Score,"Tue, Dec 29, 2020",,7:00p,86,Cleveland Cavaliers,,95,New York Knicks,N
45,,Box Score,"Tue, Dec 29, 2020",,7:00p,106,Detroit Pistons,,116,Golden State Warriors,N
46,,Box Score,"Tue, Dec 29, 2020",,7:00p,111,Indiana Pacers,,116,Boston Celtics,N
47,,Box Score,"Tue, Dec 29, 2020",,7:00p,107,Washington Wizards,,115,Chicago Bulls,N
48,,Box Score,"Tue, Dec 29, 2020",,7:00p,100,Philadelphia 76ers,,93,Toronto Raptors,N
49,,Box Score,"Tue, Dec 29, 2020",,7:30p,97,Miami Heat,,144,Milwaukee Bucks,N
50,,Box Score,"Tue, Dec 29, 2020",,8:00p,107,Oklahoma City Thunder,,118,Orlando Magic,N
51,,Box Score,"Tue, Dec 29, 2020",,10:00p,111,Phoenix Suns,,86,New Orleans Pelicans,N
52,,Box Score,"Tue, Dec 29, 2020",,10:00p,125,Sacramento Kings,,115,Denver Nuggets,N
53,,Box Score,"Tue, Dec 29, 2020",,10:00p,124,Los Angeles Clippers,,101,Minnesota Timberwolves,N
54,,Box Score,"Wed, Dec 30, 2020",,7:30p,119,Miami Heat,,108,Milwaukee Bucks,N
55,,Box Score,"Wed, Dec 30, 2020",,7:30p,145,Brooklyn Nets,,141,Atlanta Hawks,N
56,,Box Score,"Wed, Dec 30, 2020",,7:30p,126,Boston Celtics,,107,Memphis Grizzlies,N
57,,Box Score,"Wed, Dec 30, 2020",,8:30p,99,Dallas Mavericks,,118,Charlotte Hornets,N
58,,Box Score,"Wed, Dec 30, 2020",,8:30p,107,San Antonio Spurs,,121,Los Angeles Lakers,N
