,attendance,box_score_text,game_date,game_remarks,game_start_time,home_pts,home_team_name,overtimes,visitor_pts,visitor_team_name,playoffs
84,"21,988",Box Score,"Sat, Nov 7, 2015",,6:00p,93,Chicago Bulls,OT,102,Minnesota Timberwolves,N
85,"15,207",Box Score,"Sat, Nov 7, 2015",,7:00p,97,Philadelphia 76ers,,105,Orlando Magic,N
86,"18,047",Box Score,"Sat, Nov 7, 2015",,7:30p,114,Atlanta Hawks,,99,Washington Wizards,N
87,"20,454",Box Score,"Sat, Nov 7, 2015",,8:30p,107,Dallas Mavericks,,98,New Orleans Pelicans,N
88,"15,228",Box Score,"Sat, Nov 7, 2015",,8:30p,94,Milwaukee Bucks,,86,Brooklyn Nets,N
89,"18,418",Box Score,"Sat, Nov 7, 2015",,8:30p,114,San Antonio Spurs,,94,Charlotte Hornets,N
90,"19,456",Box Score,"Sat, Nov 7, 2015",,9:00p,89,Utah Jazz,,79,Memphis Grizzlies,N
91,"17,317",Box Score,"Sat, Nov 7, 2015",,10:00p,94,Sacramento Kings,,103,Golden State Warriors,N
92,"19,361",Box Score,"Sat, Nov 7, 2015",,10:30p,105,Los Angeles Clippers,,109,Houston Rockets,N
93,"20,562",Box Score,"Sun, Nov 8, 2015",,3:30p,101,Cleveland Cavaliers,,97,Indiana Pacers,N
94,"19,812",Box Score,"Sun, Nov 8, 2015",,3:30p,99,New York Knicks,,95,Los Angeles Lakers,N
95,"19,600",Box Score,"Sun, Nov 8, 2015",,6:00p,96,Miami Heat,,76,Toronto Raptors,N
96,"18,203",Box Score,"Sun, Nov 8, 2015",,7:00p,124,Oklahoma City Thunder,,103,Phoenix Suns,N
97,"19,393",Box Score,"Sun, Nov 8, 2015",,9:00p,103,Portland Trail Blazers,,120,Detroit Pistons,N
98,"13,104",Box Score,"Mon, Nov 9, 2015",,7:00p,97,Indiana Pacers,,84,Orlando Magic,N
99,"13,879",Box Score,"Mon, Nov 9, 2015",,7:00p,88,Philadelphia 76ers,,111,Chicago Bulls,N
100,"12,016",Box Score,"Mon, Nov 9, 2015",,8:00p,107,Atlanta Hawks,,117,Minnesota Timberwolves,N
101,"9,153",Box Score,"Mon, Nov 9, 2015",,9:00p,108,Denver Nuggets,,104,Portland Trail Blazers,N
102,"17,317",Box Score,"Mon, Nov 9, 2015",,10:00p,88,Sacramento Kings,,106,San Antonio Spurs,N
103,"19,596",Box Score,"Mon, Nov 9, 2015",,10:30p,109,Golden State Warriors,,95,Detroit Pistons,N
104,"19,060",Box Score,"Mon, Nov 9, 2015",,10:30p,94,Los Angeles Clippers,,92,Memphis Grizzlies,N
105,"20,562",Box Score,"Tue, Nov 10, 2015",,7:00p,118,Cleveland Cavaliers,,114,Utah Jazz,N
106,"20,356",Box Score,"Tue, Nov 10, 2015",,7:00p,101,Washington Wizards,,125,Oklahoma City Thunder,N
107,"19,825",Box Score,"Tue, Nov 10, 2015",,7:30p,101,Miami Heat,,88,Los Angeles Lakers,N
108,"19,800",Box Score,"Tue, Nov 10, 2015",,7:30p,109,Toronto Raptors,,111,New York Knicks,N
109,"11,822",Box Score,"Tue, Nov 10, 2015",,8:00p,83,Milwaukee Bucks,,99,Boston Celtics,N
110,"14,722",Box Score,"Tue, Nov 10, 2015",,8:00p,95,Minnesota Timberwolves,,104,Charlotte Hornets,N
111,"17,128",Box Score,"Tue, Nov 10, 2015",,8:00p,120,New Orleans Pelicans,,105,Dallas Mavericks,N
112,"16,643",Box Score,"Wed, Nov 11, 2015",,7:00p,95,Charlotte Hornets,,93,New York Knicks,N
113,"18,846",Box Score,"Wed, Nov 11, 2015",,7:00p,101,Orlando Magic,,99,Los Angeles Lakers,N
114,"12,744",Box Score,"Wed, Nov 11, 2015",,7:00p,103,Philadelphia 76ers,,119,Toronto Raptors,N
115,"17,879",Box Score,"Wed, Nov 11, 2015",,7:30p,91,Boston Celtics,,102,Indiana Pacers,N
116,"15,597",Box Score,"Wed, Nov 11, 2015",,8:00p,106,Atlanta Hawks,,98,New Orleans Pelicans,N
117,"19,805",Box Score,"Wed, Nov 11, 2015",,8:00p,118,Dallas Mavericks,,108,Los Angeles Clippers,N
118,"18,155",Box Score,"Wed, Nov 11, 2015",,8:00p,98,Houston Rockets,,106,Brooklyn Nets,N
119,"18,119",Box Score,"Wed, Nov 11, 2015",,8:00p,84,Memphis Grizzlies,,100,Golden State Warriors,N
120,"9,403",Box Score,"Wed, Nov 11, 2015",,9:00p,103,Denver Nuggets,,102,Milwaukee Bucks,N
121,"17,317",Box Score,"Wed, Nov 11, 2015",,10:00p,101,Sacramento Kings,,92,Detroit Pistons,N
122,"19,393",Box Score,"Wed, Nov 11, 2015",,10:30p,101,Portland Trail Blazers,,113,San Antonio Spurs,N
123,"19,600",Box Score,"Thu, Nov 12, 2015",,7:30p,92,Miami Heat,,91,Utah Jazz,N
124,"16,130",Box Score,"Thu, Nov 12, 2015",,8:00p,116,Minnesota Timberwolves,,129,Golden State Warriors,N
125,"17,204",Box Score,"Thu, Nov 12, 2015",,10:30p,118,Phoenix Suns,,104,Los Angeles Clippers,N
126,"16,797",Box Score,"Fri, Nov 13, 2015",,7:00p,107,Indiana Pacers,,103,Minnesota Timberwolves,N
127,"16,709",Box Score,"Fri, Nov 13, 2015",,7:00p,102,Orlando Magic,,93,Utah Jazz,N
128,"17,138",Box Score,"Fri, Nov 13, 2015",,7:30p,106,Boston Celtics,,93,Atlanta Hawks,N
129,"19,812",Box Score,"Fri, Nov 13, 2015",,7:30p,84,New York Knicks,,90,Cleveland Cavaliers,N
130,"19,800",Box Score,"Fri, Nov 13, 2015",,7:30p,100,Toronto Raptors,,81,New Orleans Pelicans,N
131,"21,749",Box Score,"Fri, Nov 13, 2015",,8:00p,102,Chicago Bulls,,97,Charlotte Hornets,N
132,"16,919",Box Score,"Fri, Nov 13, 2015",,8:00p,101,Memphis Grizzlies,,100,Portland Trail Blazers,N
133,"18,203",Box Score,"Fri, Nov 13, 2015",,8:00p,102,Oklahoma City Thunder,,85,Philadelphia 76ers,N
134,"20,260",Box Score,"Fri, Nov 13, 2015",,8:30p,90,Dallas Mavericks,,82,Los Angeles Lakers,N
135,"16,113",Box Score,"Fri, Nov 13, 2015",,9:00p,107,Denver Nuggets,,98,Houston Rockets,N
136,"17,131",Box Score,"Fri, Nov 13, 2015",,10:00p,111,Sacramento Kings,,109,Brooklyn Nets,N
137,"19,060",Box Score,"Sat, Nov 14, 2015",,3:30p,101,Los Angeles Clippers,,96,Detroit Pistons,N
138,"18,311",Box Score,"Sat, Nov 14, 2015",,7:00p,108,Washington Wizards,,99,Orlando Magic,N
139,"18,231",Box Score,"Sat, Nov 14, 2015",,8:00p,98,Houston Rockets,,110,Dallas Mavericks,N
140,"18,717",Box Score,"Sat, Nov 14, 2015",,8:30p,108,Milwaukee Bucks,2OT,105,Cleveland Cavaliers,N
141,"18,418",Box Score,"Sat, Nov 14, 2015",,8:30p,92,San Antonio Spurs,,83,Philadelphia 76ers,N
142,"16,722",Box Score,"Sat, Nov 14, 2015",,9:00p,105,Phoenix Suns,,81,Denver Nuggets,N
143,"19,596",Box Score,"Sat, Nov 14, 2015",,10:30p,107,Golden State Warriors,OT,99,Brooklyn Nets,N
144,"19,812",Box Score,"Sun, Nov 15, 2015",,12:00p,95,New York Knicks,,87,New Orleans Pelicans,N
145,"12,086",Box Score,"Sun, Nov 15, 2015",,3:30p,106,Minnesota Timberwolves,,114,Memphis Grizzlies,N
146,"15,317",Box Score,"Sun, Nov 15, 2015",,5:00p,106,Charlotte Hornets,,94,Portland Trail Blazers,N
147,"14,436",Box Score,"Sun, Nov 15, 2015",,6:00p,96,Atlanta Hawks,,97,Utah Jazz,N
148,"18,203",Box Score,"Sun, Nov 15, 2015",,7:00p,85,Oklahoma City Thunder,,100,Boston Celtics,N
149,"17,006",Box Score,"Sun, Nov 15, 2015",,9:00p,107,Sacramento Kings,,101,Toronto Raptors,N
150,"18,997",Box Score,"Sun, Nov 15, 2015",,9:30p,97,Los Angeles Lakers,,85,Detroit Pistons,N
151,"11,555",Box Score,"Mon, Nov 16, 2015",,7:00p,86,Philadelphia 76ers,,92,Dallas Mavericks,N
152,"21,660",Box Score,"Mon, Nov 16, 2015",,8:00p,96,Chicago Bulls,,95,Indiana Pacers,N
153,"17,005",Box Score,"Mon, Nov 16, 2015",,8:00p,95,Houston Rockets,,111,Boston Celtics,N
154,"17,270",Box Score,"Mon, Nov 16, 2015",,8:00p,122,Memphis Grizzlies,,114,Oklahoma City Thunder,N
155,"18,418",Box Score,"Mon, Nov 16, 2015",,8:30p,93,San Antonio Spurs,,80,Portland Trail Blazers,N
156,"18,055",Box Score,"Mon, Nov 16, 2015",,9:00p,120,Phoenix Suns,,101,Los Angeles Lakers,N
157,"15,485",Box Score,"Tue, Nov 17, 2015",,7:00p,115,Washington Wizards,,86,Milwaukee Bucks,N
158,"12,241",Box Score,"Tue, Nov 17, 2015",,7:30p,90,Brooklyn Nets,,88,Atlanta Hawks,N
159,"18,442",Box Score,"Tue, Nov 17, 2015",,7:30p,104,Detroit Pistons,,99,Cleveland Cavaliers,N
160,"19,600",Box Score,"Tue, Nov 17, 2015",,7:30p,91,Miami Heat,,103,Minnesota Timberwolves,N
161,"19,812",Box Score,"Tue, Nov 17, 2015",,7:30p,102,New York Knicks,,94,Charlotte Hornets,N
162,"17,269",Box Score,"Tue, Nov 17, 2015",,8:00p,98,New Orleans Pelicans,,115,Denver Nuggets,N
163,"19,596",Box Score,"Tue, Nov 17, 2015",,10:30p,115,Golden State Warriors,,110,Toronto Raptors,N
164,"14,040",Box Score,"Wed, Nov 18, 2015",,7:00p,116,Charlotte Hornets,,111,Brooklyn Nets,N
165,"16,048",Box Score,"Wed, Nov 18, 2015",,7:00p,104,Orlando Magic,OT,101,Minnesota Timberwolves,N
166,"11,080",Box Score,"Wed, Nov 18, 2015",,7:00p,85,Philadelphia 76ers,,112,Indiana Pacers,N
167,"17,262",Box Score,"Wed, Nov 18, 2015",,7:30p,102,Boston Celtics,,106,Dallas Mavericks,N
168,"13,008",Box Score,"Wed, Nov 18, 2015",,8:00p,103,Atlanta Hawks,,97,Sacramento Kings,N
169,"17,107",Box Score,"Wed, Nov 18, 2015",,8:00p,108,Houston Rockets,OT,103,Portland Trail Blazers,N
170,"18,203",Box Score,"Wed, Nov 18, 2015",,8:00p,110,Oklahoma City Thunder,,103,New Orleans Pelicans,N
171,"18,418",Box Score,"Wed, Nov 18, 2015",,8:30p,109,San Antonio Spurs,,98,Denver Nuggets,N
172,"18,741",Box Score,"Wed, Nov 18, 2015",,9:00p,93,Utah Jazz,,89,Toronto Raptors,N
173,"17,377",Box Score,"Wed, Nov 18, 2015",,10:30p,97,Phoenix Suns,,103,Chicago Bulls,N
174,"19,600",Box Score,"Thu, Nov 19, 2015",,7:30p,116,Miami Heat,,109,Sacramento Kings,N
175,"20,562",Box Score,"Thu, Nov 19, 2015",,8:00p,115,Cleveland Cavaliers,,100,Milwaukee Bucks,N
176,"19,528",Box Score,"Thu, Nov 19, 2015",,10:30p,117,Los Angeles Clippers,,124,Golden State Warriors,N
177,"17,926",Box Score,"Fri, Nov 20, 2015",,7:00p,113,Charlotte Hornets,,88,Philadelphia 76ers,N
178,"18,361",Box Score,"Fri, Nov 20, 2015",,7:30p,120,Boston Celtics,,95,Brooklyn Nets,N
179,"17,555",Box Score,"Fri, Nov 20, 2015",,8:00p,96,Memphis Grizzlies,,84,Houston Rockets,N
180,"13,445",Box Score,"Fri, Nov 20, 2015",,8:00p,86,Minnesota Timberwolves,,96,Detroit Pistons,N
181,"16,698",Box Score,"Fri, Nov 20, 2015",,8:00p,104,New Orleans Pelicans,,90,San Antonio Spurs,N
182,"18,203",Box Score,"Fri, Nov 20, 2015",,8:00p,90,Oklahoma City Thunder,,93,New York Knicks,N
183,"20,028",Box Score,"Fri, Nov 20, 2015",,8:30p,102,Dallas Mavericks,,93,Utah Jazz,N
184,"12,264",Box Score,"Fri, Nov 20, 2015",,9:00p,107,Denver Nuggets,,114,Phoenix Suns,N
185,"19,393",Box Score,"Fri, Nov 20, 2015",,10:00p,102,Portland Trail Blazers,,91,Los Angeles Clippers,N
186,"19,596",Box Score,"Fri, Nov 20, 2015",,10:30p,106,Golden State Warriors,,94,Chicago Bulls,N
187,"18,997",Box Score,"Fri, Nov 20, 2015",,10:30p,91,Los Angeles Lakers,,102,Toronto Raptors,N
188,"16,104",Box Score,"Sat, Nov 21, 2015",,5:00p,91,Orlando Magic,,97,Sacramento Kings,N
189,"17,137",Box Score,"Sat, Nov 21, 2015",,7:00p,123,Indiana Pacers,,86,Milwaukee Bucks,N
190,"20,562",Box Score,"Sat, Nov 21, 2015",,7:30p,109,Cleveland Cavaliers,,97,Atlanta Hawks,N
191,"15,890",Box Score,"Sat, Nov 21, 2015",,7:30p,95,Detroit Pistons,,97,Washington Wizards,N
192,"18,226",Box Score,"Sat, Nov 21, 2015",,8:00p,102,Houston Rockets,,107,New York Knicks,N
193,"19,673",Box Score,"Sat, Nov 21, 2015",,8:00p,96,Miami Heat,,91,Philadelphia 76ers,N
194,"18,418",Box Score,"Sat, Nov 21, 2015",,8:30p,92,San Antonio Spurs,,82,Memphis Grizzlies,N
195,"19,060",Box Score,"Sun, Nov 22, 2015",,3:30p,80,Los Angeles Clippers,,91,Toronto Raptors,N
196,"14,866",Box Score,"Sun, Nov 22, 2015",,6:00p,111,Brooklyn Nets,,101,Boston Celtics,N
197,"16,680",Box Score,"Sun, Nov 22, 2015",,6:00p,122,New Orleans Pelicans,,116,Phoenix Suns,N
198,"18,203",Box Score,"Sun, Nov 22, 2015",,7:00p,117,Oklahoma City Thunder,,114,Dallas Mavericks,N
199,"17,689",Box Score,"Sun, Nov 22, 2015",,8:00p,105,Denver Nuggets,,118,Golden State Warriors,N
200,"18,997",Box Score,"Sun, Nov 22, 2015",,9:30p,93,Los Angeles Lakers,,107,Portland Trail Blazers,N
201,"14,163",Box Score,"Mon, Nov 23, 2015",,7:00p,127,Charlotte Hornets,OT,122,Sacramento Kings,N
202,"20,562",Box Score,"Mon, Nov 23, 2015",,7:00p,117,Cleveland Cavaliers,,103,Orlando Magic,N
203,"19,777",Box Score,"Mon, Nov 23, 2015",,7:30p,95,Miami Heat,,78,New York Knicks,N
204,"12,319",Box Score,"Mon, Nov 23, 2015",,8:00p,109,Milwaukee Bucks,,88,Detroit Pistons,N
205,"11,382",Box Score,"Mon, Nov 23, 2015",,8:00p,100,Minnesota Timberwolves,,95,Philadelphia 76ers,N
206,"18,418",Box Score,"Mon, Nov 23, 2015",,8:30p,98,San Antonio Spurs,,84,Phoenix Suns,N
207,"19,911",Box Score,"Mon, Nov 23, 2015",,9:00p,89,Utah Jazz,,111,Oklahoma City Thunder,N
208,"15,486",Box Score,"Tue, Nov 24, 2015",,7:00p,106,Washington Wizards,,123,Indiana Pacers,N
209,"18,968",Box Score,"Tue, Nov 24, 2015",,8:00p,121,Atlanta Hawks,,97,Boston Celtics,N
210,"17,381",Box Score,"Tue, Nov 24, 2015",,8:00p,110,Memphis Grizzlies,,96,Dallas Mavericks,N
211,"13,257",Box Score,"Tue, Nov 24, 2015",,9:00p,94,Denver Nuggets,,111,Los Angeles Clippers,N
212,"19,393",Box Score,"Tue, Nov 24, 2015",,10:00p,88,Portland Trail Blazers,,93,Chicago Bulls,N
213,"19,596",Box Score,"Tue, Nov 24, 2015",,10:30p,111,Golden State Warriors,,77,Los Angeles Lakers,N
214,"17,064",Box Score,"Wed, Nov 25, 2015",,7:00p,101,Charlotte Hornets,,87,Washington Wizards,N
215,"18,846",Box Score,"Wed, Nov 25, 2015",,7:00p,100,Orlando Magic,,91,New York Knicks,N
216,"17,588",Box Score,"Wed, Nov 25, 2015",,7:30p,84,Boston Celtics,,80,Philadelphia 76ers,N
217,"15,119",Box Score,"Wed, Nov 25, 2015",,7:30p,104,Detroit Pistons,,81,Miami Heat,N
218,"20,140",Box Score,"Wed, Nov 25, 2015",,7:30p,103,Toronto Raptors,,99,Cleveland Cavaliers,N
219,"18,143",Box Score,"Wed, Nov 25, 2015",,8:00p,93,Houston Rockets,,102,Memphis Grizzlies,N
220,"14,120",Box Score,"Wed, Nov 25, 2015",,8:00p,118,Milwaukee Bucks,,129,Sacramento Kings,N
221,"14,289",Box Score,"Wed, Nov 25, 2015",,8:00p,99,Minnesota Timberwolves,,95,Atlanta Hawks,N
222,"18,203",Box Score,"Wed, Nov 25, 2015",,8:00p,110,Oklahoma City Thunder,,99,Brooklyn Nets,N
223,"18,418",Box Score,"Wed, Nov 25, 2015",,8:30p,88,San Antonio Spurs,,83,Dallas Mavericks,N
224,"16,338",Box Score,"Wed, Nov 25, 2015",,9:00p,114,Phoenix Suns,,120,New Orleans Pelicans,N
225,"19,060",Box Score,"Wed, Nov 25, 2015",,10:30p,91,Los Angeles Clippers,,102,Utah Jazz,N
226,"19,093",Box Score,"Fri, Nov 27, 2015",,7:00p,90,Charlotte Hornets,,95,Cleveland Cavaliers,N
227,"16,317",Box Score,"Fri, Nov 27, 2015",,7:00p,114,Orlando Magic,,90,Milwaukee Bucks,N
228,"18,624",Box Score,"Fri, Nov 27, 2015",,7:30p,111,Boston Celtics,,78,Washington Wizards,N
229,"19,812",Box Score,"Fri, Nov 27, 2015",,7:30p,78,New York Knicks,,97,Miami Heat,N
230,"17,306",Box Score,"Fri, Nov 27, 2015",,8:00p,116,Houston Rockets,,114,Philadelphia 76ers,N
231,"18,165",Box Score,"Fri, Nov 27, 2015",,8:00p,104,Indiana Pacers,,92,Chicago Bulls,N
232,"17,684",Box Score,"Fri, Nov 27, 2015",,8:00p,101,Memphis Grizzlies,,116,Atlanta Hawks,N
