,attendance,box_score_text,game_date,game_remarks,game_start_time,home_pts,home_team_name,overtimes,visitor_pts,visitor_team_name,playoffs
166,"12,459",Box Score,"Thu, Nov 18, 2010",,7:00p,107,Indiana Pacers,,80,Los Angeles Clippers,N
167,"18,846",Box Score,"Thu, Nov 18, 2010",,8:00p,105,Orlando Magic,,89,Phoenix Suns,N
168,"20,532",Box Score,"Thu, Nov 18, 2010",,10:30p,86,Portland Trail Blazers,,83,Denver Nuggets,N
169,"18,624",Box Score,"Fri, Nov 19, 2010",,7:00p,84,Boston Celtics,,89,Oklahoma City Thunder,N
170,"14,557",Box Score,"Fri, Nov 19, 2010",,7:00p,90,Philadelphia 76ers,,79,Milwaukee Bucks,N
171,"17,369",Box Score,"Fri, Nov 19, 2010",,7:00p,106,Toronto Raptors,,96,Houston Rockets,N
172,"13,504",Box Score,"Fri, Nov 19, 2010",,7:00p,89,Washington Wizards,,86,Memphis Grizzlies,N
173,"19,600",Box Score,"Fri, Nov 19, 2010",,7:30p,95,Miami Heat,,87,Charlotte Bobcats,N
174,"19,356",Box Score,"Fri, Nov 19, 2010",,8:00p,95,Minnesota Timberwolves,,112,Los Angeles Lakers,N
175,"14,755",Box Score,"Fri, Nov 19, 2010",,8:00p,108,New Orleans Hornets,,101,Cleveland Cavaliers,N
176,"19,332",Box Score,"Fri, Nov 19, 2010",,9:00p,82,Utah Jazz,,94,San Antonio Spurs,N
177,"20,133",Box Score,"Fri, Nov 19, 2010",,9:30p,83,Dallas Mavericks,,88,Chicago Bulls,N
178,"11,766",Box Score,"Fri, Nov 19, 2010",,10:00p,86,Sacramento Kings,,81,New Jersey Nets,N
179,"19,808",Box Score,"Fri, Nov 19, 2010",,10:30p,119,Golden State Warriors,,125,New York Knicks,N
180,"16,428",Box Score,"Sat, Nov 20, 2010",,7:00p,123,Charlotte Bobcats,,105,Phoenix Suns,N
181,"14,583",Box Score,"Sat, Nov 20, 2010",,7:00p,86,Indiana Pacers,,90,Orlando Magic,N
182,"14,143",Box Score,"Sat, Nov 20, 2010",,8:00p,93,Atlanta Hawks,,98,Dallas Mavericks,N
183,"18,119",Box Score,"Sat, Nov 20, 2010",,8:00p,97,Memphis Grizzlies,,95,Miami Heat,N
184,"16,975",Box Score,"Sat, Nov 20, 2010",,8:30p,81,Milwaukee Bucks,,82,Oklahoma City Thunder,N
185,"16,982",Box Score,"Sat, Nov 20, 2010",,8:30p,116,San Antonio Spurs,,92,Cleveland Cavaliers,N
186,"16,396",Box Score,"Sat, Nov 20, 2010",,9:00p,107,Denver Nuggets,,103,New Jersey Nets,N
187,"20,533",Box Score,"Sat, Nov 20, 2010",,10:00p,94,Portland Trail Blazers,,103,Utah Jazz,N
188,"18,325",Box Score,"Sat, Nov 20, 2010",,10:30p,115,Los Angeles Clippers,,124,New York Knicks,N
189,"17,707",Box Score,"Sun, Nov 21, 2010",,1:00p,102,Toronto Raptors,,101,Boston Celtics,N
190,"13,241",Box Score,"Sun, Nov 21, 2010",,6:00p,115,Detroit Pistons,OT,110,Washington Wizards,N
191,"12,003",Box Score,"Sun, Nov 21, 2010",,6:00p,71,Sacramento Kings,,75,New Orleans Hornets,N
192,"18,997",Box Score,"Sun, Nov 21, 2010",,9:30p,117,Los Angeles Lakers,,89,Golden State Warriors,N
193,"14,476",Box Score,"Mon, Nov 22, 2010",,7:00p,76,Atlanta Hawks,,99,Boston Celtics,N
194,"19,600",Box Score,"Mon, Nov 22, 2010",,7:30p,77,Miami Heat,,93,Indiana Pacers,N
195,"17,653",Box Score,"Mon, Nov 22, 2010",,8:00p,117,Oklahoma City Thunder,,107,Minnesota Timberwolves,N
196,"15,080",Box Score,"Mon, Nov 22, 2010",,8:30p,116,Houston Rockets,,123,Phoenix Suns,N
197,"17,627",Box Score,"Mon, Nov 22, 2010",,8:30p,106,San Antonio Spurs,,97,Orlando Magic,N
198,"18,698",Box Score,"Mon, Nov 22, 2010",,9:00p,94,Utah Jazz,,83,Sacramento Kings,N
199,"18,023",Box Score,"Mon, Nov 22, 2010",,10:30p,89,Golden State Warriors,,106,Denver Nuggets,N
200,"17,787",Box Score,"Mon, Nov 22, 2010",,10:30p,99,Los Angeles Clippers,,95,New Orleans Hornets,N
201,"12,629",Box Score,"Tue, Nov 23, 2010",,7:00p,100,Indiana Pacers,,89,Cleveland Cavaliers,N
202,"13,010",Box Score,"Tue, Nov 23, 2010",,7:00p,107,New Jersey Nets,OT,101,Atlanta Hawks,N
203,"16,197",Box Score,"Tue, Nov 23, 2010",,7:00p,116,Washington Wizards,OT,114,Philadelphia 76ers,N
204,"19,763",Box Score,"Tue, Nov 23, 2010",,7:30p,110,New York Knicks,,107,Charlotte Bobcats,N
205,"19,734",Box Score,"Tue, Nov 23, 2010",,8:30p,88,Dallas Mavericks,,84,Detroit Pistons,N
206,"18,997",Box Score,"Tue, Nov 23, 2010",,10:30p,98,Los Angeles Lakers,,91,Chicago Bulls,N
207,"15,588",Box Score,"Wed, Nov 24, 2010",,7:00p,95,Charlotte Bobcats,,99,New York Knicks,N
208,"20,562",Box Score,"Wed, Nov 24, 2010",,7:00p,83,Cleveland Cavaliers,,81,Milwaukee Bucks,N
209,"15,012",Box Score,"Wed, Nov 24, 2010",,7:00p,106,Toronto Raptors,,90,Philadelphia 76ers,N
210,"18,624",Box Score,"Wed, Nov 24, 2010",,7:30p,89,Boston Celtics,,83,New Jersey Nets,N
211,"18,936",Box Score,"Wed, Nov 24, 2010",,7:30p,104,Orlando Magic,,95,Miami Heat,N
212,"11,283",Box Score,"Wed, Nov 24, 2010",,8:00p,105,Memphis Grizzlies,,84,Detroit Pistons,N
213,"13,117",Box Score,"Wed, Nov 24, 2010",,8:00p,109,Minnesota Timberwolves,OT,113,San Antonio Spurs,N
214,"18,203",Box Score,"Wed, Nov 24, 2010",,8:00p,103,Oklahoma City Thunder,,111,Dallas Mavericks,N
215,"13,847",Box Score,"Wed, Nov 24, 2010",,8:30p,111,Houston Rockets,,101,Golden State Warriors,N
216,"18,422",Box Score,"Wed, Nov 24, 2010",,9:00p,115,Phoenix Suns,2OT,123,Chicago Bulls,N
217,"19,237",Box Score,"Wed, Nov 24, 2010",,9:00p,105,Utah Jazz,,87,New Orleans Hornets,N
218,"15,042",Box Score,"Thu, Nov 25, 2010",,8:00p,116,Atlanta Hawks,,96,Washington Wizards,N
219,"11,504",Box Score,"Thu, Nov 25, 2010",,10:30p,100,Los Angeles Clippers,,82,Sacramento Kings,N
220,"16,473",Box Score,"Fri, Nov 26, 2010",,7:00p,99,Charlotte Bobcats,,89,Houston Rockets,N
221,"18,846",Box Score,"Fri, Nov 26, 2010",,7:00p,111,Orlando Magic,,100,Cleveland Cavaliers,N
222,"18,624",Box Score,"Fri, Nov 26, 2010",,7:30p,110,Boston Celtics,,101,Toronto Raptors,N
223,"17,133",Box Score,"Fri, Nov 26, 2010",,7:30p,103,Detroit Pistons,,89,Milwaukee Bucks,N
224,"19,800",Box Score,"Fri, Nov 26, 2010",,7:30p,99,Miami Heat,,90,Philadelphia 76ers,N
225,"17,155",Box Score,"Fri, Nov 26, 2010",,8:00p,106,Indiana Pacers,OT,110,Oklahoma City Thunder,N
226,"18,581",Box Score,"Fri, Nov 26, 2010",,8:30p,94,San Antonio Spurs,,103,Dallas Mavericks,N
227,"19,155",Box Score,"Fri, Nov 26, 2010",,9:00p,98,Denver Nuggets,,97,Chicago Bulls,N
228,"17,486",Box Score,"Fri, Nov 26, 2010",,9:00p,116,Phoenix Suns,,108,Los Angeles Clippers,N
229,"19,911",Box Score,"Fri, Nov 26, 2010",,9:00p,102,Utah Jazz,,96,Los Angeles Lakers,N
230,"14,753",Box Score,"Fri, Nov 26, 2010",,9:30p,116,Memphis Grizzlies,,111,Golden State Warriors,N
231,"20,452",Box Score,"Fri, Nov 26, 2010",,10:00p,78,Portland Trail Blazers,,97,New Orleans Hornets,N
232,"19,763",Box Score,"Sat, Nov 27, 2010",,1:00p,90,New York Knicks,,99,Atlanta Hawks,N
