,attendance,box_score_text,game_date,game_remarks,game_start_time,home_pts,home_team_name,overtimes,visitor_pts,visitor_team_name,playoffs
16,"19,596",Box Score,"Mon, Dec 26, 2011",,10:30p,99,Golden State Warriors,,91,Chicago Bulls,N
17,"18,711",Box Score,"Tue, Dec 27, 2011",,7:30p,70,New Jersey Nets,,106,Atlanta Hawks,N
18,"20,166",Box Score,"Tue, Dec 27, 2011",,8:00p,115,Miami Heat,,107,Boston Celtics,N
19,"17,352",Box Score,"Tue, Dec 27, 2011",,8:30p,98,Milwaukee Bucks,,95,Minnesota Timberwolves,N
20,"20,350",Box Score,"Tue, Dec 27, 2011",,10:00p,101,Portland Trail Blazers,,79,Sacramento Kings,N
21,"18,997",Box Score,"Tue, Dec 27, 2011",,10:30p,96,Los Angeles Lakers,,71,Utah Jazz,N
22,"19,800",Box Score,"Wed, Dec 28, 2011",,6:00p,85,Toronto Raptors,,90,Indiana Pacers,N
23,"19,614",Box Score,"Wed, Dec 28, 2011",,7:00p,95,Charlotte Bobcats,,96,Miami Heat,N
24,"17,750",Box Score,"Wed, Dec 28, 2011",,7:30p,101,Atlanta Hawks,,83,Washington Wizards,N
25,"22,076",Box Score,"Wed, Dec 28, 2011",,7:30p,89,Detroit Pistons,,105,Cleveland Cavaliers,N
26,"17,802",Box Score,"Wed, Dec 28, 2011",,8:00p,97,New Orleans Hornets,,78,Boston Celtics,N
27,"18,119",Box Score,"Wed, Dec 28, 2011",,8:00p,95,Memphis Grizzlies,,98,Oklahoma City Thunder,N
28,"18,581",Box Score,"Wed, Dec 28, 2011",,8:30p,115,San Antonio Spurs,,90,Los Angeles Clippers,N
29,"16,360",Box Score,"Wed, Dec 28, 2011",,9:00p,83,Phoenix Suns,,103,Philadelphia 76ers,N
30,"19,155",Box Score,"Wed, Dec 28, 2011",,9:00p,117,Denver Nuggets,,100,Utah Jazz,N
31,"19,596",Box Score,"Wed, Dec 28, 2011",,10:30p,92,Golden State Warriors,,78,New York Knicks,N
32,"18,954",Box Score,"Thu, Dec 29, 2011",,7:00p,94,Orlando Magic,,78,New Jersey Nets,N
33,"18,267",Box Score,"Thu, Dec 29, 2011",,8:00p,105,Houston Rockets,,85,San Antonio Spurs,N
34,"18,203",Box Score,"Thu, Dec 29, 2011",,8:00p,104,Oklahoma City Thunder,,102,Dallas Mavericks,N
35,"20,531",Box Score,"Thu, Dec 29, 2011",,10:00p,111,Portland Trail Blazers,,102,Denver Nuggets,N
36,"17,317",Box Score,"Thu, Dec 29, 2011",,10:00p,98,Sacramento Kings,,108,Chicago Bulls,N
37,"18,997",Box Score,"Thu, Dec 29, 2011",,10:30p,99,Los Angeles Lakers,,82,New York Knicks,N
38,"18,064",Box Score,"Fri, Dec 30, 2011",,7:00p,79,Charlotte Bobcats,,100,Orlando Magic,N
39,"13,004",Box Score,"Fri, Dec 30, 2011",,7:00p,98,Indiana Pacers,OT,91,Cleveland Cavaliers,N
40,"16,300",Box Score,"Fri, Dec 30, 2011",,7:30p,105,Atlanta Hawks,,98,New Jersey Nets,N
41,"18,624",Box Score,"Fri, Dec 30, 2011",,7:30p,96,Boston Celtics,,85,Detroit Pistons,N
42,"15,790",Box Score,"Fri, Dec 30, 2011",,8:00p,78,New Orleans Hornets,,93,Phoenix Suns,N
43,"16,069",Box Score,"Fri, Dec 30, 2011",,8:00p,113,Memphis Grizzlies,,93,Houston Rockets,N
44,"19,356",Box Score,"Fri, Dec 30, 2011",,8:00p,101,Minnesota Timberwolves,,103,Miami Heat,N
45,"20,307",Box Score,"Fri, Dec 30, 2011",,8:30p,99,Dallas Mavericks,,86,Toronto Raptors,N
46,"17,065",Box Score,"Fri, Dec 30, 2011",,8:30p,102,Milwaukee Bucks,,81,Washington Wizards,N
47,"19,911",Box Score,"Fri, Dec 30, 2011",,9:00p,102,Utah Jazz,,99,Philadelphia 76ers,N
48,"19,426",Box Score,"Fri, Dec 30, 2011",,10:30p,101,Los Angeles Clippers,,114,Chicago Bulls,N
49,"18,997",Box Score,"Sat, Dec 31, 2011",,3:30p,92,Los Angeles Lakers,,89,Denver Nuggets,N
50,"8,824",Box Score,"Sat, Dec 31, 2011",,6:00p,96,Detroit Pistons,,88,Indiana Pacers,N
51,"14,390",Box Score,"Sat, Dec 31, 2011",,7:00p,95,Houston Rockets,,84,Atlanta Hawks,N
52,"18,203",Box Score,"Sat, Dec 31, 2011",,8:00p,107,Oklahoma City Thunder,,97,Phoenix Suns,N
53,"16,175",Box Score,"Sat, Dec 31, 2011",,8:00p,92,Sacramento Kings,,114,New York Knicks,N
54,"17,769",Box Score,"Sat, Dec 31, 2011",,8:30p,104,San Antonio Spurs,,89,Utah Jazz,N
55,"19,084",Box Score,"Sat, Dec 31, 2011",,9:00p,79,Golden State Warriors,,107,Philadelphia 76ers,N
56,"15,084",Box Score,"Sun, Jan 1, 2012",,6:00p,98,Cleveland Cavaliers,,82,New Jersey Nets,N
57,"20,016",Box Score,"Sun, Jan 1, 2012",,6:00p,129,Miami Heat,,90,Charlotte Bobcats,N
58,"18,846",Box Score,"Sun, Jan 1, 2012",,6:00p,102,Orlando Magic,,96,Toronto Raptors,N
59,"17,458",Box Score,"Sun, Jan 1, 2012",,6:00p,86,Washington Wizards,,94,Boston Celtics,N
60,"15,115",Box Score,"Sun, Jan 1, 2012",,7:00p,99,Minnesota Timberwolves,,82,Dallas Mavericks,N
61,"22,763",Box Score,"Sun, Jan 1, 2012",,8:00p,104,Chicago Bulls,,64,Memphis Grizzlies,N
62,"19,155",Box Score,"Sun, Jan 1, 2012",,8:00p,99,Denver Nuggets,,90,Los Angeles Lakers,N
63,"13,628",Box Score,"Sun, Jan 1, 2012",,9:00p,96,Sacramento Kings,,80,New Orleans Hornets,N
64,"19,060",Box Score,"Sun, Jan 1, 2012",,9:30p,93,Los Angeles Clippers,,88,Portland Trail Blazers,N
65,"14,793",Box Score,"Mon, Jan 2, 2012",,3:30p,102,Phoenix Suns,,91,Golden State Warriors,N
66,"18,624",Box Score,"Mon, Jan 2, 2012",,7:30p,100,Boston Celtics,,92,Washington Wizards,N
67,"8,120",Box Score,"Mon, Jan 2, 2012",,7:30p,89,Detroit Pistons,,78,Orlando Magic,N
68,"20,078",Box Score,"Mon, Jan 2, 2012",,7:30p,92,Miami Heat,,100,Atlanta Hawks,N
69,"12,519",Box Score,"Mon, Jan 2, 2012",,7:30p,94,New Jersey Nets,,108,Indiana Pacers,N
70,"19,763",Box Score,"Mon, Jan 2, 2012",,7:30p,85,New York Knicks,,90,Toronto Raptors,N
71,"14,514",Box Score,"Mon, Jan 2, 2012",,8:00p,106,Minnesota Timberwolves,,96,San Antonio Spurs,N
72,"20,108",Box Score,"Mon, Jan 2, 2012",,8:30p,100,Dallas Mavericks,,87,Oklahoma City Thunder,N
73,"14,142",Box Score,"Mon, Jan 2, 2012",,9:00p,91,Denver Nuggets,,86,Milwaukee Bucks,N
74,"19,159",Box Score,"Mon, Jan 2, 2012",,9:00p,94,Utah Jazz,,90,New Orleans Hornets,N
75,"14,173",Box Score,"Tue, Jan 3, 2012",,7:00p,115,Cleveland Cavaliers,,101,Charlotte Bobcats,N
76,"22,166",Box Score,"Tue, Jan 3, 2012",,8:00p,76,Chicago Bulls,,74,Atlanta Hawks,N
77,"12,391",Box Score,"Tue, Jan 3, 2012",,8:00p,113,Memphis Grizzlies,,96,Sacramento Kings,N
78,"18,203",Box Score,"Tue, Jan 3, 2012",,8:00p,93,Oklahoma City Thunder,,103,Portland Trail Blazers,N
79,"17,756",Box Score,"Tue, Jan 3, 2012",,9:00p,85,Utah Jazz,,73,Milwaukee Bucks,N
80,"18,997",Box Score,"Tue, Jan 3, 2012",,10:30p,108,Los Angeles Lakers,,99,Houston Rockets,N
81,"18,846",Box Score,"Wed, Jan 4, 2012",,7:00p,103,Orlando Magic,,85,Washington Wizards,N
82,"14,468",Box Score,"Wed, Jan 4, 2012",,7:00p,92,Toronto Raptors,,77,Cleveland Cavaliers,N
83,"18,624",Box Score,"Wed, Jan 4, 2012",,7:30p,89,Boston Celtics,,70,New Jersey Nets,N
84,"9,125",Box Score,"Wed, Jan 4, 2012",,7:30p,83,Detroit Pistons,,99,Chicago Bulls,N
85,"20,201",Box Score,"Wed, Jan 4, 2012",,7:30p,118,Miami Heat,,83,Indiana Pacers,N
86,"19,763",Box Score,"Wed, Jan 4, 2012",,7:30p,110,New York Knicks,,118,Charlotte Bobcats,N
87,"17,404",Box Score,"Wed, Jan 4, 2012",,8:00p,86,Minnesota Timberwolves,,90,Memphis Grizzlies,N
88,"12,387",Box Score,"Wed, Jan 4, 2012",,8:00p,93,New Orleans Hornets,,101,Philadelphia 76ers,N
89,"19,885",Box Score,"Wed, Jan 4, 2012",,8:30p,98,Dallas Mavericks,,89,Phoenix Suns,N
90,"16,751",Box Score,"Wed, Jan 4, 2012",,8:30p,101,San Antonio Spurs,,95,Golden State Warriors,N
91,"14,562",Box Score,"Wed, Jan 4, 2012",,9:00p,110,Denver Nuggets,,83,Sacramento Kings,N
92,"19,060",Box Score,"Wed, Jan 4, 2012",,10:30p,117,Los Angeles Clippers,,89,Houston Rockets,N
93,"18,371",Box Score,"Thu, Jan 5, 2012",,8:00p,109,Atlanta Hawks,3OT,116,Miami Heat,N
94,"18,581",Box Score,"Thu, Jan 5, 2012",,8:30p,93,San Antonio Spurs,,71,Dallas Mavericks,N
95,"11,813",Box Score,"Thu, Jan 5, 2012",,10:00p,103,Sacramento Kings,,100,Milwaukee Bucks,N
96,"20,444",Box Score,"Thu, Jan 5, 2012",,10:30p,107,Portland Trail Blazers,,96,Los Angeles Lakers,N
97,"17,827",Box Score,"Fri, Jan 6, 2012",,7:00p,96,Charlotte Bobcats,OT,102,Atlanta Hawks,N
98,"19,408",Box Score,"Fri, Jan 6, 2012",,7:00p,96,Philadelphia 76ers,,73,Detroit Pistons,N
99,"16,771",Box Score,"Fri, Jan 6, 2012",,7:00p,85,Toronto Raptors,,97,New Jersey Nets,N
100,"16,998",Box Score,"Fri, Jan 6, 2012",,7:00p,96,Washington Wizards,,99,New York Knicks,N
101,"18,624",Box Score,"Fri, Jan 6, 2012",,7:30p,74,Boston Celtics,,87,Indiana Pacers,N
102,"16,943",Box Score,"Fri, Jan 6, 2012",,8:00p,87,Minnesota Timberwolves,,98,Cleveland Cavaliers,N
103,"13,035",Box Score,"Fri, Jan 6, 2012",,8:00p,88,New Orleans Hornets,,96,Denver Nuggets,N
104,"18,203",Box Score,"Fri, Jan 6, 2012",,8:00p,109,Oklahoma City Thunder,,94,Houston Rockets,N
105,"18,912",Box Score,"Fri, Jan 6, 2012",,8:00p,83,Orlando Magic,,97,Chicago Bulls,N
106,"19,503",Box Score,"Fri, Jan 6, 2012",,9:00p,94,Utah Jazz,,85,Memphis Grizzlies,N
107,"18,997",Box Score,"Fri, Jan 6, 2012",,10:30p,97,Los Angeles Lakers,,90,Golden State Warriors,N
108,"16,235",Box Score,"Fri, Jan 6, 2012",,10:30p,102,Phoenix Suns,,77,Portland Trail Blazers,N
109,"17,112",Box Score,"Sat, Jan 7, 2012",,7:00p,109,Atlanta Hawks,,94,Chicago Bulls,N
110,"17,226",Box Score,"Sat, Jan 7, 2012",,7:00p,99,Indiana Pacers,,77,Charlotte Bobcats,N
111,"12,044",Box Score,"Sat, Jan 7, 2012",,7:30p,80,Detroit Pistons,,103,New York Knicks,N
112,"18,711",Box Score,"Sat, Jan 7, 2012",,7:30p,90,New Jersey Nets,,101,Miami Heat,N
113,"14,327",Box Score,"Sat, Jan 7, 2012",,8:00p,95,Houston Rockets,,98,Oklahoma City Thunder,N
114,"14,522",Box Score,"Sat, Jan 7, 2012",,8:00p,97,Philadelphia 76ers,,62,Toronto Raptors,N
115,"17,537",Box Score,"Sat, Jan 7, 2012",,8:30p,121,San Antonio Spurs,,117,Denver Nuggets,N
116,"20,409",Box Score,"Sat, Jan 7, 2012",,9:00p,96,Dallas Mavericks,,81,New Orleans Hornets,N
117,"19,596",Box Score,"Sat, Jan 7, 2012",,10:30p,87,Golden State Warriors,,88,Utah Jazz,N
118,"19,229",Box Score,"Sat, Jan 7, 2012",,10:30p,92,Los Angeles Clippers,,86,Milwaukee Bucks,N
119,"13,095",Box Score,"Sun, Jan 8, 2012",,1:00p,72,Washington Wizards,,93,Minnesota Timberwolves,N
120,"14,150",Box Score,"Sun, Jan 8, 2012",,6:00p,97,Sacramento Kings,,104,Orlando Magic,N
121,"18,203",Box Score,"Sun, Jan 8, 2012",,7:00p,108,Oklahoma City Thunder,,96,San Antonio Spurs,N
122,"13,420",Box Score,"Sun, Jan 8, 2012",,8:00p,109,Phoenix Suns,,93,Milwaukee Bucks,N
123,"20,292",Box Score,"Sun, Jan 8, 2012",,9:00p,98,Portland Trail Blazers,,78,Cleveland Cavaliers,N
124,"18,997",Box Score,"Sun, Jan 8, 2012",,9:30p,90,Los Angeles Lakers,,82,Memphis Grizzlies,N
125,"8,612",Box Score,"Mon, Jan 9, 2012",,7:00p,96,Philadelphia 76ers,,86,Indiana Pacers,N
126,"14,097",Box Score,"Mon, Jan 9, 2012",,7:00p,97,Toronto Raptors,,87,Minnesota Timberwolves,N
127,"12,259",Box Score,"Mon, Jan 9, 2012",,7:30p,101,New Jersey Nets,,106,Atlanta Hawks,N
128,"19,763",Box Score,"Mon, Jan 9, 2012",,7:30p,91,New York Knicks,,87,Charlotte Bobcats,N
129,"21,530",Box Score,"Mon, Jan 9, 2012",,8:00p,92,Chicago Bulls,,68,Detroit Pistons,N
130,"14,002",Box Score,"Mon, Jan 9, 2012",,9:00p,81,Denver Nuggets,,94,New Orleans Hornets,N
131,"13,421",Box Score,"Tue, Jan 10, 2012",,7:00p,70,Charlotte Bobcats,,82,Houston Rockets,N
132,"10,255",Box Score,"Tue, Jan 10, 2012",,7:00p,112,Philadelphia 76ers,,85,Sacramento Kings,N
133,"14,077",Box Score,"Tue, Jan 10, 2012",,7:00p,93,Washington Wizards,,78,Toronto Raptors,N
134,"10,073",Box Score,"Tue, Jan 10, 2012",,7:30p,86,Detroit Pistons,,100,Dallas Mavericks,N
135,"13,601",Box Score,"Tue, Jan 10, 2012",,8:00p,95,Memphis Grizzlies,,100,Oklahoma City Thunder,N
136,"11,585",Box Score,"Tue, Jan 10, 2012",,8:00p,106,Milwaukee Bucks,,103,San Antonio Spurs,N
137,"19,356",Box Score,"Tue, Jan 10, 2012",,8:00p,100,Minnesota Timberwolves,,111,Chicago Bulls,N
138,"17,859",Box Score,"Tue, Jan 10, 2012",,9:00p,113,Utah Jazz,,105,Cleveland Cavaliers,N
139,"20,381",Box Score,"Tue, Jan 10, 2012",,10:00p,105,Portland Trail Blazers,,97,Los Angeles Clippers,N
140,"19,596",Box Score,"Tue, Jan 10, 2012",,10:30p,111,Golden State Warriors,OT,106,Miami Heat,N
141,"18,997",Box Score,"Tue, Jan 10, 2012",,10:30p,99,Los Angeles Lakers,,83,Phoenix Suns,N
142,"10,334",Box Score,"Wed, Jan 11, 2012",,7:00p,96,Indiana Pacers,,84,Atlanta Hawks,N
143,"14,323",Box Score,"Wed, Jan 11, 2012",,7:00p,91,Toronto Raptors,,98,Sacramento Kings,N
144,"19,763",Box Score,"Wed, Jan 11, 2012",,7:30p,85,New York Knicks,,79,Philadelphia 76ers,N
145,"18,624",Box Score,"Wed, Jan 11, 2012",,8:00p,85,Boston Celtics,,90,Dallas Mavericks,N
146,"21,366",Box Score,"Wed, Jan 11, 2012",,8:00p,78,Chicago Bulls,,64,Washington Wizards,N
147,"13,565",Box Score,"Wed, Jan 11, 2012",,8:00p,85,New Orleans Hornets,,95,Oklahoma City Thunder,N
148,"17,381",Box Score,"Wed, Jan 11, 2012",,8:30p,101,San Antonio Spurs,OT,95,Houston Rockets,N
149,"14,139",Box Score,"Wed, Jan 11, 2012",,9:00p,123,Denver Nuggets,,115,New Jersey Nets,N
150,"19,642",Box Score,"Wed, Jan 11, 2012",,9:00p,87,Utah Jazz,OT,90,Los Angeles Lakers,N
151,"20,467",Box Score,"Wed, Jan 11, 2012",,10:00p,104,Portland Trail Blazers,,107,Orlando Magic,N
152,"19,341",Box Score,"Wed, Jan 11, 2012",,10:30p,95,Los Angeles Clippers,OT,89,Miami Heat,N
153,"10,597",Box Score,"Thu, Jan 12, 2012",,7:30p,111,Atlanta Hawks,,81,Charlotte Bobcats,N
154,"15,324",Box Score,"Thu, Jan 12, 2012",,8:00p,94,Memphis Grizzlies,,83,New York Knicks,N
155,"11,465",Box Score,"Thu, Jan 12, 2012",,8:00p,102,Milwaukee Bucks,,93,Detroit Pistons,N
156,"14,636",Box Score,"Thu, Jan 12, 2012",,9:00p,90,Phoenix Suns,,101,Cleveland Cavaliers,N
157,"17,754",Box Score,"Thu, Jan 12, 2012",,10:30p,109,Golden State Warriors,,117,Orlando Magic,N
158,"18,043",Box Score,"Fri, Jan 13, 2012",,7:00p,81,Charlotte Bobcats,,98,Detroit Pistons,N
159,"14,213",Box Score,"Fri, Jan 13, 2012",,7:00p,120,Philadelphia 76ers,,89,Washington Wizards,N
160,"15,302",Box Score,"Fri, Jan 13, 2012",,7:00p,90,Toronto Raptors,,95,Indiana Pacers,N
161,"18,624",Box Score,"Fri, Jan 13, 2012",,8:00p,79,Boston Celtics,,88,Chicago Bulls,N
162,"12,870",Box Score,"Fri, Jan 13, 2012",,8:00p,103,Houston Rockets,,89,Sacramento Kings,N
163,"14,295",Box Score,"Fri, Jan 13, 2012",,8:00p,80,New Orleans Hornets,,87,Minnesota Timberwolves,N
164,"20,112",Box Score,"Fri, Jan 13, 2012",,8:30p,102,Dallas Mavericks,,76,Milwaukee Bucks,N
165,"18,581",Box Score,"Fri, Jan 13, 2012",,8:30p,99,San Antonio Spurs,,83,Portland Trail Blazers,N
166,"15,191",Box Score,"Fri, Jan 13, 2012",,9:00p,103,Phoenix Suns,,110,New Jersey Nets,N
167,"19,155",Box Score,"Fri, Jan 13, 2012",,10:30p,117,Denver Nuggets,,104,Miami Heat,N
168,"18,997",Box Score,"Fri, Jan 13, 2012",,10:30p,97,Los Angeles Lakers,,92,Cleveland Cavaliers,N
169,"13,135",Box Score,"Sat, Jan 14, 2012",,7:00p,93,Atlanta Hawks,,91,Minnesota Timberwolves,N
170,"16,122",Box Score,"Sat, Jan 14, 2012",,7:00p,112,Charlotte Bobcats,,100,Golden State Warriors,N
171,"14,203",Box Score,"Sat, Jan 14, 2012",,7:00p,97,Indiana Pacers,,83,Boston Celtics,N
172,"13,998",Box Score,"Sat, Jan 14, 2012",,7:00p,90,Washington Wizards,,103,Philadelphia 76ers,N
173,"21,962",Box Score,"Sat, Jan 14, 2012",,8:00p,77,Chicago Bulls,,64,Toronto Raptors,N
174,"11,676",Box Score,"Sat, Jan 14, 2012",,8:00p,107,Houston Rockets,OT,105,Portland Trail Blazers,N
175,"14,983",Box Score,"Sat, Jan 14, 2012",,8:00p,108,Memphis Grizzlies,,99,New Orleans Hornets,N
176,"18,203",Box Score,"Sat, Jan 14, 2012",,8:00p,104,Oklahoma City Thunder,,92,New York Knicks,N
177,"20,313",Box Score,"Sat, Jan 14, 2012",,9:00p,99,Dallas Mavericks,,60,Sacramento Kings,N
178,"19,557",Box Score,"Sat, Jan 14, 2012",,9:00p,107,Utah Jazz,,94,New Jersey Nets,N
179,"19,895",Box Score,"Sat, Jan 14, 2012",,10:30p,102,Los Angeles Clippers,,94,Los Angeles Lakers,N
180,"11,774",Box Score,"Sun, Jan 15, 2012",,6:00p,91,Detroit Pistons,,99,Golden State Warriors,N
181,"16,208",Box Score,"Sun, Jan 15, 2012",,8:00p,96,Denver Nuggets,,106,Utah Jazz,N
182,"18,581",Box Score,"Sun, Jan 15, 2012",,9:00p,102,San Antonio Spurs,,91,Phoenix Suns,N
183,"18,119",Box Score,"Mon, Jan 16, 2012",,1:00p,102,Memphis Grizzlies,,86,Chicago Bulls,N
184,"19,763",Box Score,"Mon, Jan 16, 2012",,1:00p,93,New York Knicks,,102,Orlando Magic,N
185,"14,988",Box Score,"Mon, Jan 16, 2012",,2:00p,94,Charlotte Bobcats,,102,Cleveland Cavaliers,N
186,"17,281",Box Score,"Mon, Jan 16, 2012",,2:00p,94,Philadelphia 76ers,,82,Milwaukee Bucks,N
187,"15,594",Box Score,"Mon, Jan 16, 2012",,2:00p,106,Washington Wizards,,114,Houston Rockets,N
188,"14,758",Box Score,"Mon, Jan 16, 2012",,3:00p,77,New Orleans Hornets,,84,Portland Trail Blazers,N
189,"19,060",Box Score,"Mon, Jan 16, 2012",,3:30p,101,Los Angeles Clippers,,91,New Jersey Nets,N
190,"11,050",Box Score,"Mon, Jan 16, 2012",,4:00p,93,Atlanta Hawks,,84,Toronto Raptors,N
191,"18,624",Box Score,"Mon, Jan 16, 2012",,8:00p,88,Boston Celtics,,97,Oklahoma City Thunder,N
192,"16,159",Box Score,"Mon, Jan 16, 2012",,8:00p,99,Minnesota Timberwolves,,86,Sacramento Kings,N
193,"18,997",Box Score,"Mon, Jan 16, 2012",,10:30p,73,Los Angeles Lakers,,70,Dallas Mavericks,N
194,"13,056",Box Score,"Tue, Jan 17, 2012",,7:00p,95,Cleveland Cavaliers,,105,Golden State Warriors,N
195,"18,846",Box Score,"Tue, Jan 17, 2012",,7:00p,96,Orlando Magic,,89,Charlotte Bobcats,N
196,"19,600",Box Score,"Tue, Jan 17, 2012",,7:30p,120,Miami Heat,,98,San Antonio Spurs,N
197,"21,347",Box Score,"Tue, Jan 17, 2012",,8:00p,118,Chicago Bulls,,97,Phoenix Suns,N
198,"9,318",Box Score,"Tue, Jan 17, 2012",,8:00p,97,Houston Rockets,,80,Detroit Pistons,N
199,"11,322",Box Score,"Tue, Jan 17, 2012",,8:00p,95,Milwaukee Bucks,,105,Denver Nuggets,N
200,"19,371",Box Score,"Tue, Jan 17, 2012",,9:00p,108,Utah Jazz,,79,Los Angeles Clippers,N
201,"18,846",Box Score,"Wed, Jan 18, 2012",,7:00p,83,Orlando Magic,OT,85,San Antonio Spurs,N
202,"15,201",Box Score,"Wed, Jan 18, 2012",,7:00p,104,Philadelphia 76ers,OT,108,Denver Nuggets,N
203,"15,075",Box Score,"Wed, Jan 18, 2012",,7:00p,105,Washington Wizards,,102,Oklahoma City Thunder,N
204,"18,624",Box Score,"Wed, Jan 18, 2012",,7:30p,96,Boston Celtics,,73,Toronto Raptors,N
205,"12,570",Box Score,"Wed, Jan 18, 2012",,7:30p,107,New Jersey Nets,,100,Golden State Warriors,N
206,"19,763",Box Score,"Wed, Jan 18, 2012",,7:30p,88,New York Knicks,,91,Phoenix Suns,N
207,"13,729",Box Score,"Wed, Jan 18, 2012",,8:00p,92,Atlanta Hawks,,89,Portland Trail Blazers,N
208,"15,598",Box Score,"Wed, Jan 18, 2012",,8:00p,93,Minnesota Timberwolves,,85,Detroit Pistons,N
209,"12,045",Box Score,"Wed, Jan 18, 2012",,8:00p,87,New Orleans Hornets,,93,Memphis Grizzlies,N
210,"14,170",Box Score,"Wed, Jan 18, 2012",,10:00p,92,Sacramento Kings,,88,Indiana Pacers,N
211,"19,252",Box Score,"Wed, Jan 18, 2012",,10:30p,91,Los Angeles Clippers,,89,Dallas Mavericks,N
212,"10,845",Box Score,"Thu, Jan 19, 2012",,8:00p,90,Houston Rockets,OT,88,New Orleans Hornets,N
213,"20,004",Box Score,"Thu, Jan 19, 2012",,8:00p,98,Miami Heat,,87,Los Angeles Lakers,N
214,"19,911",Box Score,"Thu, Jan 19, 2012",,10:30p,91,Utah Jazz,,94,Dallas Mavericks,N
215,"17,724",Box Score,"Fri, Jan 20, 2012",,7:00p,90,Philadelphia 76ers,,76,Atlanta Hawks,N
216,"17,537",Box Score,"Fri, Jan 20, 2012",,7:00p,84,Toronto Raptors,,94,Portland Trail Blazers,N
217,"14,866",Box Score,"Fri, Jan 20, 2012",,7:00p,104,Washington Wizards,,108,Denver Nuggets,N
218,"18,624",Box Score,"Fri, Jan 20, 2012",,7:30p,71,Boston Celtics,,79,Phoenix Suns,N
219,"17,871",Box Score,"Fri, Jan 20, 2012",,7:30p,75,Cleveland Cavaliers,,114,Chicago Bulls,N
220,"10,255",Box Score,"Fri, Jan 20, 2012",,7:30p,81,Detroit Pistons,,98,Memphis Grizzlies,N
221,"19,763",Box Score,"Fri, Jan 20, 2012",,7:30p,86,New York Knicks,,100,Milwaukee Bucks,N
222,"18,846",Box Score,"Fri, Jan 20, 2012",,8:00p,92,Orlando Magic,,80,Los Angeles Lakers,N
223,"18,581",Box Score,"Fri, Jan 20, 2012",,8:30p,86,San Antonio Spurs,,88,Sacramento Kings,N
224,"17,621",Box Score,"Fri, Jan 20, 2012",,10:30p,91,Golden State Warriors,,94,Indiana Pacers,N
225,"19,492",Box Score,"Fri, Jan 20, 2012",,10:30p,98,Los Angeles Clippers,,101,Minnesota Timberwolves,N
226,"15,922",Box Score,"Sat, Jan 21, 2012",,7:00p,121,Atlanta Hawks,,94,Cleveland Cavaliers,N
227,"14,456",Box Score,"Sat, Jan 21, 2012",,7:30p,94,Detroit Pistons,,91,Portland Trail Blazers,N
228,"19,725",Box Score,"Sat, Jan 21, 2012",,7:30p,113,Miami Heat,,92,Philadelphia 76ers,N
229,"19,763",Box Score,"Sat, Jan 21, 2012",,7:30p,114,New York Knicks,2OT,119,Denver Nuggets,N
230,"21,861",Box Score,"Sat, Jan 21, 2012",,8:00p,95,Chicago Bulls,,89,Charlotte Bobcats,N
231,"15,285",Box Score,"Sat, Jan 21, 2012",,8:00p,105,Houston Rockets,,102,San Antonio Spurs,N
232,"16,562",Box Score,"Sat, Jan 21, 2012",,8:00p,128,Memphis Grizzlies,,95,Sacramento Kings,N
